A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59
0.0,-0.0025000000000000022,0.0,0.0,0.0025000000000000022,0.0,-0.0025000000000000022,0.0,-0.0025000000000000022,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0025000000000000022,-0.0050000000000000044,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0025000000000000022,-0.0050000000000000044,0.0,0.0,0.0,0.28500000000000003,-0.07750000000000004,0.0025000000000000022,0.007500000000000007,0.0025000000000000022,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10249999999999998,0.10499999999999998,-0.0025000000000000022,-0.007500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.010000000000000009,-0.0025000000000000022,-0.0025000000000000022,0.0025000000000000022,-0.0025000000000000022,0.007499999999999979,0.0,0.0,-0.0025000000000000022,0.0,-0.0025000000000000022,0.0,-0.0050000000000000044,-0.007499999999999979,0.007500000000000007,-0.014999999999999986,0.0050000000000000044,-0.015000000000000013,0.0,0.007500000000000007,0.0,0.0,-0.0024999999999999745,0.0050000000000000044,0.0,0.0,-0.014999999999999986,0.0024999999999999745,0.0,0.0925,-0.07250000000000006,0.26,0.017499999999999988,-0.03999999999999998,0.0050000000000000044,-2.7755575615628914e-17,-0.0025000000000000022,0.0025000000000000022,-0.0050000000000000044,-0.007500000000000007,0.0050000000000000044,0.0,-0.004999999999999977,0.0,-0.0025000000000000022,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025000000000000022,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.0025000000000000022,0.010000000000000009
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.13,0.09999999999999998,-0.012500000000000011,-0.012500000000000011,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0025000000000000022
0.0,0.0,-0.010000000000000009,0.0,-0.010000000000000009,-0.0025000000000000022,0.007500000000000007,-0.0025000000000000022,-0.0050000000000000044,-0.0025000000000000022,0.0,0.0025000000000000022,0.0,0.0,-0.0050000000000000044,0.0,-0.010000000000000009,-0.010000000000000009,-0.007499999999999979,0.0025000000000000022,-0.0050000000000000044,-0.0025000000000000022,0.007500000000000007,-0.0050000000000000044,0.0,0.0025000000000000022,-0.0050000000000000044,-0.017499999999999988,-0.044999999999999984,-0.0025000000000000022,-0.037500000000000006,0.395,-0.04500000000000001,-0.07250000000000001,0.0024999999999999745,0.04000000000000001,0.015000000000000013,0.0,0.0,0.0,0.0025000000000000022,0.009999999999999981,0.0,0.0025000000000000022,0.0,-0.0024999999999999745,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0025000000000000022,0.0050000000000000044,0.0,0.0,0.0,0.0050000000000000044,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044999999999999984,0.09999999999999998,-0.0025000000000000022,0.057499999999999996,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09749999999999998,0.09999999999999998,0.0025000000000000022,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025000000000000022,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.012500000000000011,0.0,0.0,0.0,0.0,0.0025000000000000022,0.0,-0.007500000000000007,0.0,-0.0025000000000000022,0.0,0.0,0.0025000000000000022,-0.017500000000000016,0.0,-0.0050000000000000044,-0.0025000000000000022,-0.007500000000000007,0.015000000000000013,0.0,0.015000000000000013,0.0025000000000000022,-0.0050000000000000044,0.0025000000000000022,0.0,-0.0050000000000000044,0.0025000000000000022,0.009999999999999981,-0.015000000000000013,0.1375,0.04749999999999996,0.04000000000000001,-0.0325,0.0025000000000000022,0.027499999999999997,-0.017499999999999988,-0.007499999999999979,-0.0050000000000000044,0.0025000000000000022,0.0,0.0,0.0,0.0050000000000000044,0.0025000000000000022,0.009999999999999981,0.0,0.0025000000000000022,0.0,0.0025000000000000022,0.0025000000000000022,0.0,-0.0025000000000000022,0.007500000000000007,0.0,0.0,0.0,0.0,0.0,-0.02250000000000002
