A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59
0.0,0.045628123171627524,0.0,0.0,0.0,0.02127484580501914,0.028658881327137353,0.0,-0.029652111111208797,0.0,0.0016947509348392486,-0.007053933311253786,0.009466664949432015,0.019316918104887008,-0.01613090094178915,0.025476825777441262,0.0051284443587064745,0.0028788320627063514,0.029429055247455836,0.005168084595352411,0.0005646590515971184,-0.0765320940525271,0.17190651498734952,0.02210069355554879,0.008295357404276728,-0.01040981731377542,0.01209442175924778,0.005431564850732684,0.0,0.0,1.3562590399384498,2.271967637613416,0.3490105910692364,-0.3222565195790958,0.0,0.5581235111597925,0.024151782058179378,-0.009140866114757956,0.0,0.07310224490240216,0.01771998982876539,0.0005696625262498855,0.1028412304725498,-0.004953518472611904,0.011244013188406825,0.0016744771599769592,0.010280919941142202,-0.0009251109464094042,0.07873316194862127,0.013545284639112651,-0.08635182162281126,0.0015284919925034046,0.08586487364256755,0.019294363691005855,0.0007894516736268997,0.07771316036581993,0.006677513457834721,0.0,-0.00555473206564784,-0.011050942912697792
-0.06438882755115628,0.0,0.0,0.0,0.016191438417881728,0.046991662811487915,-0.030825317837297916,0.04520452650263906,0.006550546246580779,0.0,-0.03330977845937014,0.0,0.023007730878889562,-0.01803332306444645,0.0,0.00012028243392705917,-0.008263818100094794,-0.1488594044931233,-0.0035139498207718135,-0.01593064786866307,0.005206744391471147,-0.03805749590042978,0.058767176400870084,-0.03804972973652184,-0.08256664123386144,-0.026184249967336655,0.004784149155020714,0.129808793887496,0.0,0.05307999640703201,-0.0047294537723064425,0.0,-0.06535002432763576,-0.0007566496566869318,0.0,-0.07718577593564988,-0.015293737258762121,0.002065648753196001,-0.005892626494169235,0.0007759234681725502,-0.020721287047490478,-0.002486716452986002,-0.019151929393410684,0.0,0.03926074362359941,-0.01822339785285294,0.031138740368187427,0.0,-0.013855530004948378,0.058789599807932975,-0.005455193435773253,-0.0539073408767581,-0.022494507525116204,0.010609003193676471,-0.044251888524740934,0.0,-0.0009279068559408188,0.03084419507533312,0.0,-0.1286455133371055
-0.01630326744168997,0.0028285255655646326,0.008289437610656022,0.023605032335035504,0.01706561680883169,0.0,0.0,0.059238547945860774,0.0017393791768699884,0.0005630411207675934,-0.016757269520312548,-0.0009580136463046073,-0.027702791732735932,0.020099741384619847,-0.05255269359797239,0.022520945104770363,-0.008008692027069629,0.01879678001627326,-0.11463412275537849,0.017615463938273023,-0.17488704920775489,0.04077075248584151,-0.17311865865252912,0.05774193973280489,0.08125805405899883,0.027070891982875763,-0.040402838606387374,-0.4715989424753934,0.0,-0.6246961566316895,1.6424639089033009,-0.527652217708528,0.003818573709577322,-0.17931920445524155,-0.0035883016884326936,0.06067403152119368,-0.040654488848522304,-0.016964367008768022,0.013163220258429647,-0.011618556561879814,0.3374041022080928,-0.011877518016844987,-0.014866437437012792,-0.00973259658087045,0.0,-0.024375192765146495,-0.01156968619208783,-0.005461025675758719,-0.0034228193666785956,-0.01663441681303084,-0.055523106860928234,0.03571410024538636,0.04146109438035637,-0.7969523444445804,0.16410265906713903,0.28615390880033376,-0.040597238121554254,0.13075874714180827,-0.07986631098203362,-0.00843942241743207
0.010562513265758753,-0.001516384780406952,-0.03577692243270576,-0.006187908281572163,-0.021519628781825305,0.0,0.0,0.024240019861608744,-0.004131025541573763,-0.0018861877545714378,0.016106664510443805,-0.0001957382378168404,0.035739985834807156,-0.1342014855518937,0.06430733373388647,0.03207294347696006,-0.0052200270397588615,-0.022489586994051933,0.03880285894498229,0.0050015183351933955,-0.09167659488040954,0.1345380569342524,-0.15952483396045863,0.1027930564712733,0.1482689290237613,0.0642533433996141,-0.03470766561105847,-0.5730405853781849,0.0,-0.5761843425151892,-0.24744843698397745,1.9377968674711883,0.003818573709577322,0.11931404754403047,-0.002960348892956972,-0.09005019362084568,-0.045107312332838774,0.13703247204888613,0.003873005979694426,-0.009821681044995785,-0.09285132450982929,-0.03293247602880001,-0.022926286868751047,-0.010115082105621696,0.0,0.09006694421172141,-0.030289508076384662,-0.005461025675758719,-0.0035272508580237627,-0.014585877363570034,-0.04153796836733818,0.0441469724662602,0.036932129682973026,-1.0263014572765679,-0.023743847822770475,-0.08309247251600027,-0.007680394528433681,0.0943883066624403,-0.02229279917664826,0.03849285633303225
-0.0098208362236619,0.0012143893353641034,-0.010356979453936219,0.007526083858683705,0.044324054326862095,0.0,0.0,0.01226418040925637,-0.002464120592921972,0.000422280840575695,-0.005814390266314149,-0.002935060893651098,-0.003859632033854723,-0.037014706302434204,0.05139073561411351,-0.017883035491686315,-0.004161943788640201,-0.010643998486921191,0.04092581988312304,0.1128498351201415,-0.1467592678568326,-0.28953623621258884,0.05551199625711888,-0.06347166283521802,-0.06856733393156901,-0.016507617244496942,0.055371039358433335,0.7591692954907194,0.0,2.9178529993095434,-0.15346238736063242,1.3182161951591842,-0.001762757198885083,-0.1421778968977742,-0.005980502665042877,-0.09759801274165511,-0.008364434405229985,0.030553501080721617,-0.024052519674878568,-0.037979232440702615,-0.03170991715043783,-0.0021442278288304807,-0.0323054731823504,-0.009982015053974464,0.0,0.020526576917618514,-0.009684840496629477,0.012330434024333954,-0.0016488626878708602,0.03135940159205347,-0.02119936255738139,0.00455079544801265,0.012186831652652472,0.3132512262277305,0.04166909482097253,-0.08495790462940932,0.0008706236211583018,-0.10866929437965155,-0.016715653146384284,0.05093904411420226
0.07250989653170109,0.0,0.0,0.0,0.026524033350870013,-0.045886206123977896,0.033692789264023304,0.09677680561318994,0.022914800327271223,0.0,0.04069443112239242,0.0,0.023007730878889562,-0.07075493697077036,0.0,0.00012028243392705917,0.013198209013789892,-0.13573811519891024,-0.0035139498207718135,-0.01580260225571692,0.004269909262657166,-0.02379570765886456,0.058767176400870084,-0.09240900760516524,-0.07512220804579556,-0.026184249967336655,0.004784149155020714,0.13770462602376937,0.0,0.05307999640703201,-0.0047294537723064425,0.0,-0.06535002432763576,-0.0013525326270610095,0.0,-0.07718577593564988,-0.010148183405399323,-0.010189178921282292,-0.005497086234390736,0.00031036939471960066,-0.0032240137457847594,0.0005931254010647536,-0.019151929393410684,0.0,0.046421545175835494,0.008092008084058761,0.031138740368187427,0.0,0.04292691064998508,0.06975241027772426,-0.07606971811503171,-0.0539073408767581,-0.02338879503309727,-0.0022499316558241846,-0.044251888524740934,0.0,-0.0009279068559408188,0.03657969297841191,0.0,-0.00020844807848334314
-0.03820841152220964,0.0018640789948403836,-0.007346582924947142,0.023472100202925502,-0.010663683600723744,0.0,0.0,0.08683102332288399,0.0017393791768699884,-0.007882575690746307,0.006072907131165266,-0.0001957382378168404,-0.005960816806182265,0.029433517367579043,0.05859677126631141,-0.039405137554276735,-0.0038034011330455543,0.017292801961302756,0.0557582772243768,0.045986255602911114,0.03496609612484462,-0.3048829037044197,0.18374050613027065,0.05630621128249914,0.129557883113157,-0.06409902486950159,-0.007731388723477721,0.6780767015367747,0.0,-0.5701456227106974,1.2254271011427045,1.179030062770471,-0.002015865221619606,0.07081536256358958,-0.003289276547729969,0.0827499115979299,0.08794915850739926,-0.00802754286210984,0.01724411024246365,-0.015296224895864725,0.14549707009457052,-0.0015108846500515938,0.12248794563580305,-0.008229956435970963,0.0,-0.005502544306218624,-0.013296181969344616,0.02641698671504855,0.021898235760163517,-0.009247899111360312,-0.04898355463054031,-0.06988362818490713,0.025650038712192326,0.2968126493901946,-0.012522327890619635,-0.07809202814474701,0.002648344242479652,-0.10707419610582292,-0.015062653117347509,0.06178328697569668
-0.03820841152220964,0.0006258855387568474,0.006396898282691837,-0.02054772329516709,0.024253776017576455,0.0,0.0,0.05842799181584269,-0.004131025541573763,0.0005630411207675934,-0.009214535187929869,-0.0001957382378168404,-0.008186201015487313,0.02460828042938374,0.05553227489814162,0.035358098298311234,-0.0038034011330455543,-0.010643998486921191,0.0637387620471418,-0.04832086449518101,0.032545410613238346,0.1219709296990186,0.1943607833283022,0.10575208008754998,0.12874250760301947,0.08017418859992176,0.012928720822092146,0.6203766193939373,0.0,-0.46408699598163367,1.0508075644425117,1.3867902728379704,-0.002015865221619606,0.09848274088581092,0.029723098091781138,0.08047199403401464,0.08288450825028121,0.11783581424504519,0.041816068533807996,-0.035024456954561176,-0.030703762099146843,0.002874775556847453,-0.01272969332523644,0.0076337717531714585,0.0,-0.005502544306218624,0.0656492792442441,0.02641698671504855,0.02153272555908188,-0.0229116478539072,-0.04278475921135396,0.03125832177232951,0.028495063241571188,0.36345470673870295,-0.0311219328828156,0.31044917507097125,0.012836767397820949,0.11285335520282387,0.02391471867915243,-0.030571126211434603
0.027723868153989317,-0.003891167240217328,-0.01444421243853867,-0.002782086357474327,0.01346582904458046,0.0,0.0,0.03337609126698226,0.0017393791768699884,0.000422280840575695,0.006072907131165266,0.0007936160825192929,-0.006994045237079262,0.025514656933955847,-0.07029457025229931,-0.03892838897183538,0.003808492934331298,0.00798555372748524,0.06321130944415927,0.02664060371229425,0.032759807649999854,0.055949289593845604,-0.03926687005907297,-0.1655226182565093,0.02271230724873021,0.06510516679380089,-0.009392442242242395,0.9327013011649251,0.0,-0.6856890477705747,-0.21753255078860093,1.4703510374797042,0.041223783046007156,0.09469419604283758,-0.0031397639773786067,0.054605047216173264,-0.019857741841115058,-0.03251017513219267,0.04219590181484818,0.23309547291137278,-0.022403666377067567,0.007926108948886394,0.0564960047788918,0.07224650233634748,0.0,-0.005966052152216434,0.07456944372504949,-0.005988213270902634,0.02389941024594009,-0.024483537401538344,-0.05721150859259069,-0.042978999982587994,-0.0991354661877267,0.4001382373389788,-0.014443387556821109,-0.04697609945200384,0.0008884634566493333,0.044582027243450284,0.019727571783587337,-0.024607603615149857
-0.03820841152220964,0.0003571262583136559,0.0044318066444247965,-0.022338329125195743,-0.02321821393445134,0.0,0.0,0.09671174781396985,-0.01471224881708622,-0.007882575690746307,0.0175080899707973,-0.010657244101166726,-0.02488628978841007,0.021292697697645052,-0.053284711334854365,0.034932429902255535,-0.006552228047512472,-0.022489586994051933,-0.19178843256086112,-0.055011124759039375,0.05114016181410989,0.06587538653984666,-0.17406218116171657,0.09664694768376648,0.12246573867974803,0.013683437672443687,-0.0005756139406003058,0.7387721806205809,0.0,-0.6020623745652847,1.6324715888733043,-0.45317017381894403,-0.001146178590133786,-0.06470456820214167,-0.020483221337199212,0.07935281398706139,-0.028782198070548475,-0.013040296498220414,-0.00918521442450583,-0.05614953304640949,-0.055292931664735076,0.039051459627226,-0.03128556257113815,-0.00014162906445562838,0.0,0.02230335699394345,0.0059914641547948125,-0.005461025675758719,-0.00826062036678195,0.057870915685780344,0.10318815914914012,-0.0073771803826093675,0.034831199650652706,0.3507961883046664,-0.00015291729476302863,-0.10617726173251868,0.002648344242479652,-0.12657697604969143,0.20225770353805272,0.061874639140442014
