A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59
0.006430510858597336,0.006143895950575721,0.0002612252918026449,0.00021276820841793377,-0.01568465991070163,-0.0009311365169265631,0.005886719541137188,-0.0033325101687153554,0.0037829501825199247,-0.0027472038375675927,0.005265721402697958,0.0005818892568528047,0.00650547512361185,0.02009679968596183,-0.004031856660887726,0.007382892198287603,0.012982948105476249,-0.047564079113623654,-0.004583953489682856,0.030836223372377607,3.861512555716384e-05,0.027105659566594616,0.01768322491631714,0.00823140763457757,-0.01646541596066791,-0.03015686310561723,-0.00030164699704999024,0.05786178231406226,-0.018499977452491184,0.0029247866846434743,0.0061780944810934406,0.3701642895372255,-0.030464936003980928,-0.04203603808178575,-0.0005631407652547279,0.09741032027075577,0.005336448832656696,-0.0032411673509729283,-0.003106155074643405,0.004964932036187283,0.0017368508246271828,0.0007511725580672954,0.001977959711880593,0.01507395995959869,0.011309364733887939,0.0015100268277215669,0.03571380166620557,-0.00530229805287557,0.008784758778067055,0.004978358986250093,-0.004715514705161723,-0.0005102400463861098,0.0016556479068732593,0.030548046301257237,0.021894476774879792,0.007138721598463621,0.00033932316514953764,5.263019952019713e-05,0.003855148853676891,-0.011470517625959539
-0.0027823280855187532,-0.004392455824983644,-0.013866571938374674,-0.013091253221701918,-0.01103306518354165,-0.00041615839068479926,-0.011714804244675355,0.0022326302565295513,-0.0018553193372783019,0.04412387208044589,-0.00588896073654573,-0.01753353679675627,-0.006048374011136557,0.04879393310157566,0.0007902240799722832,-0.011483670958302468,0.043297128626014376,0.04505555772319875,0.01094710543041666,0.07759004184662599,-0.03223091637775619,0.013035766684805621,0.05900638504357247,0.02306541076601408,0.001210499692458526,0.007226904236096416,0.004398156742928914,-0.007480420034069481,0.5252380199991246,0.009086199896571353,-0.005754555877400693,0.05477483107357147,-0.02721270148569933,-0.009130765738185642,-0.0017935927683190862,0.0019422795124950686,0.0009088509889381536,0.0060281579779159,-0.0011473718537399068,0.005811013838450825,-0.02283652079395706,0.0071021576187606465,0.010600802309526154,-0.010969094281461794,0.06173073361822074,-0.00559669940023914,-0.0005021666470806154,-0.004604554537468123,0.00472005036979486,0.0026470267608473402,0.002194137204834969,-0.0011520840067495287,-0.0011978933731159646,0.010812974873660461,-0.02777184442784856,0.0246707339287809,-0.0041768479540435196,0.020471053207502317,-0.0015313146517611273,0.01952550358422756
-0.0019830870685197998,-0.006069467692232611,-0.0009277798522850805,0.002932419349092246,0.00043177223995882297,-0.0018728661753752997,-0.005268930217070809,-0.0007514764669691396,-0.0007553665146635746,0.00452999778063962,0.003849791419105924,-0.02111368029582303,0.0061929181307651135,0.0017470135187238045,0.008355871904915033,-0.005093644607489785,0.036246780622479824,-0.003517511925697097,0.0238944464230528,0.011932075190109947,-0.04655451419473714,0.012329732406863267,-0.04035761298326266,-1.617185017992074e-05,0.0146757424499037,0.01135494907400207,0.018074239496037852,-0.005197059157953704,-0.04016465648957983,0.014287021456059363,-0.007595603490767634,-0.13611368185973227,0.060300986130026726,-0.02611933308519869,-0.002766454632633368,0.035534561828699227,0.0014245160677874861,0.0015491641078591676,0.00018186699193646258,0.008857014039889756,0.0011820968381885666,0.00014602082390607616,0.0013202374459587059,-0.00024376253492837757,0.02702222721225603,-0.004261489140324513,-0.020961710535804756,0.0013532245364723803,-0.0016800219753769234,0.002701223781200415,0.013024168637204153,0.00248799134007651,-0.0036995249801116165,-0.0058635768776742455,0.005275562866771175,-0.005723793626672191,0.0070462041139731325,-0.0003749875098647729,-0.003925945481251807,-0.0004936401876128859
0.00157401978084307,0.0030347338461163055,0.005257419162948811,-0.002304043774286768,-0.0003257229178636741,0.0020289383566565737,-0.005268930217070809,-0.0007514764669691396,0.001133049771995362,-0.004529997780639623,-0.005103211881140411,0.00612977815040024,-0.0059500585962253055,0.004316151046258812,-0.0068366224676577525,-0.005093644607489785,0.036246780622479824,0.00820752782662655,0.009671561647426134,0.011932075190109947,-0.04655451419473714,-0.00580222701499448,-0.04035761298326266,-1.617185017992074e-05,-0.000611489268745988,0.01135494907400207,-0.004331842523843783,-0.017008557244212127,-0.04016465648957983,-0.04783046313550309,0.009377812131059482,0.14550083233281721,0.060300986130026726,0.020522333138370395,-0.002766454632633368,-0.059860235026869116,0.0014245160677874861,-0.0018744029813323626,0.0017633190957317894,0.008857014039889756,0.00046567451201367767,0.0014157671187415212,0.0013202374459587059,0.001110473770229276,-0.013714798735868635,0.003214807597086913,0.0055721002690113895,-0.004530360404711882,0.0005305332553821863,-0.000900407927066805,0.013024168637204153,-0.0006219978350191273,0.0012551959753950126,-0.0058635768776742455,0.0010886082106035758,-0.0027112706652657743,0.0070462041139731325,-0.0003749875098647729,-0.003925945481251807,0.0004742817488829688
-0.0019830870685197998,0.006069467692232611,0.011442618178182703,0.00816888247247126,0.00043177223995882297,0.005930742888688447,-0.0018475469592326222,-0.0007514764669691396,0.003021466058654299,0.00452999778063962,-0.005103211881140411,0.019751507373511872,0.01833589485775553,0.004316151046258812,-0.0068366224676577525,0.00764046691123468,0.036246780622479824,0.019932567578950195,-0.004551323128200535,0.02805650112269096,-0.04655451419473714,-0.04206614585870998,0.010513327751942376,5.1210858903082364e-05,-0.031185952706045364,0.026909673832909015,-0.004331842523843783,0.030237435100821556,0.07459150490921966,0.034992849653246845,0.009377812131059482,0.23937233706366706,-0.04147283012318294,-0.07276099930876778,-0.002766454632633368,-0.059860235026869116,-0.004510967547993706,0.0015491641078591676,-0.0013995851118588643,-0.0024981321650971106,-0.00025074781416121116,-0.001123725470929369,0.0013202374459587059,-0.00024376253492837757,-0.013714798735868635,0.003214807597086913,-0.0032725033325939922,-0.010413945345896144,0.0005305332553821863,-0.002100951829822545,-0.0020037182518775616,0.0009329967525286913,0.0012551959753950126,-0.00017078379255361896,0.005275562866771175,0.0003012522961406419,-0.0020652667230610902,0.014624512884726198,0.0018475037558832036,-0.0004936401876128859
0.004444498110633853,-0.002196227912491822,-0.013866571938374674,0.003692404754839006,-0.003317634985260778,0.000450838256575199,0.03921912725391318,0.0022326302565295513,-0.0018553193372783019,-0.04412387208044585,0.007806296790304807,-0.0054414424541657435,-0.006048374011136557,-0.014301670047013553,-0.001467559005662813,-0.011483670958302468,-0.07372213793078124,0.010397436397661256,-0.023262599039635394,0.07759004184662599,-0.03223091637775619,-0.027701004205211936,0.05900638504357247,-0.007283813926109708,-0.029051992619004596,0.06075952820718098,-0.0031848721241899023,-0.007480420034069481,0.5252380199991246,0.009086199896571353,0.0490507381930821,0.05477483107357147,-0.02721270148569933,-0.025435704556374283,9.43996193852168e-05,0.0019422795124950686,-0.0026787187042387685,-0.0006327900639801219,-0.0011473718537399068,-0.016539039386360036,-0.0034011839480361586,-0.008947916095952678,0.010600802309526154,0.02916173845559354,0.06173073361822074,-0.0006873139614328768,-0.0005021666470806154,0.003654736112698914,0.0109306429616302,0.0026470267608473402,-0.014261891831427303,-0.0011520840067495287,0.003793329014867221,0.005239276485175687,0.0052898751291140115,-0.001298459680462154,-0.0041768479540435196,0.039967294357504526,-0.0015313146517611273,0.0099541782978415
-0.0019830870685197998,0.0030347338461163055,0.005257419162948811,0.002932419349092246,-0.001083218075686171,0.005930742888688447,0.004995219556443752,-0.0007514764669691396,-0.0026437828013225117,-0.0015099992602132083,0.01280279471935226,0.019751507373511872,0.01833589485775553,0.0017470135187238045,-0.0068366224676577525,0.00764046691123468,0.017068589816934945,-0.015242551678020745,-0.032997092679453874,0.02805650112269096,0.023628170520946984,-0.04206614585870998,-0.006443652493125969,-3.863275320758844e-05,-0.000611489268745988,-0.035309225202718765,-0.004331842523843783,0.030237435100821556,0.07459150490921966,-0.04783046313550309,-0.007595603490767634,0.23937233706366706,-0.04147283012318294,0.11380566558550856,-0.005678512140668494,0.011685862614807141,0.013295483299349873,-0.00016261943673659765,0.0017633190957317894,0.008857014039889756,0.0011820968381885666,0.0014157671187415212,-0.011882137013628356,-0.00024376253492837757,-0.013714798735868635,-0.004261489140324513,0.0055721002690113895,-0.010413945345896144,-0.003890577206136033,0.000300135975688935,-0.0020037182518775616,-0.0037319870101147645,0.0012551959753950126,0.0026756127500066943,-0.0030983464455640233,-0.0027112706652657743,-0.0020652667230610902,0.014624512884726198,0.0018475037558832036,0.0004742817488829688
-0.0010938103561790825,-0.006069467692232611,-0.0009277798522850805,-0.007540506897665783,0.00043177223995882297,-0.0018728661753752997,-0.0018475469592326222,-0.0007514764669691396,0.001133049771995362,0.0015099992602132057,-0.01405621518138675,0.00612977815040024,0.0061929181307651135,0.0017470135187238045,-0.001772457676800157,-0.005093644607489785,0.036246780622479824,0.00820752782662655,0.009671561647426134,-0.03644120260763308,0.023628170520946984,0.012329732406863267,-0.006443652493125969,6.289052847746956e-06,-0.000611489268745988,-0.004199775684904875,-0.004331842523843783,0.030237435100821556,-0.04016465648957983,0.014287021456059363,-0.007595603490767634,0.23937233706366706,0.009414078003421898,0.020522333138370395,0.008881775399507137,0.011685862614807141,0.013295483299349873,-0.0018744029813323626,-0.0006088590599612008,0.008857014039889756,-0.0016835924665109887,0.00014602082390607616,0.0013202374459587059,0.00246471007538693,-0.013714798735868635,0.0013457334127340566,0.01441670387061677,-0.010413945345896144,-0.003890577206136033,0.000300135975688935,0.0030055773778163435,-0.0006219978350191273,-0.0003963776764405303,-0.00017078379255361896,-0.0030983464455640233,-0.005723793626672191,0.0009718902226169839,-0.007874737707160257,-0.009699394718386817,-9.679219364958556e-06
0.00157401978084307,-0.006069467692232611,0.011442618178182703,-0.002304043774286768,0.0011892673977813202,0.0020289383566565737,-0.005268930217070809,-0.0028389110974389744,-0.0026437828013225117,0.0015099992602132057,0.003849791419105924,0.019751507373511872,0.0061929181307651135,0.0017470135187238045,0.008355871904915033,0.020374578429959146,-0.02128779179415482,-0.015242551678020745,-0.032997092679453874,0.011932075190109947,0.04702239875950836,0.03046169182872101,0.02747030799701072,5.1210858903082364e-05,0.02996297416855339,-0.004199775684904875,0.018074239496037852,0.006614438928304716,-0.04016465648957983,-0.0064188067411281215,0.0008911043201459234,0.14550083233281721,0.060300986130026726,0.11380566558550856,-0.005678512140668494,0.05938326104259132,-0.010446451163774899,0.0015491641078591676,0.00018186699193646258,0.020212160244876626,-0.0016835924665109887,0.00014602082390607616,-0.011882137013628356,0.00246471007538693,-0.000135790086493746,-0.0005233407716187998,0.01441670387061677,0.0013532245364723803,-0.003890577206136033,0.000300135975688935,-0.0020037182518775616,-0.0037319870101147645,0.0029067696272305557,0.0055220092925670075,-0.0030983464455640233,-0.0027112706652657743,-0.005102423668739164,-0.015374487904455742,-0.009699394718386817,-0.0002516597034889222
-0.0010938103561790825,0.006069467692232611,-0.007112978867518973,-0.002304043774286768,-0.001083218075686171,0.0020289383566565737,-0.005268930217070809,-0.0007514764669691396,0.001133049771995362,-0.004529997780639623,0.01280279471935226,0.00612977815040024,0.01833589485775553,-0.0008221240088112023,0.008355871904915033,-0.005093644607489785,0.017068589816934945,0.00820752782662655,0.0238944464230528,-0.03644120260763308,0.04702239875950836,-0.00580222701499448,-0.04035761298326266,-3.863275320758844e-05,0.0146757424499037,0.01135494907400207,-0.011800536530470996,0.006614438928304716,-0.04016465648957983,0.014287021456059363,-0.007595603490767634,0.05162932760196739,0.009414078003421898,-0.07276099930876778,0.0001456028754017589,0.05938326104259132,-0.010446451163774899,0.0015491641078591676,-0.0013995851118588643,0.008857014039889756,-0.0016835924665109887,0.0014157671187415212,-0.005280949783834825,-0.002952235145243685,-0.027293807385243524,0.003214807597086913,-0.020961710535804756,0.013120394418840905,-0.0016800219753769234,-0.002100951829822545,-0.007013013881571466,-0.0006219978350191273,-0.0036995249801116165,0.0055220092925670075,0.0010886082106035758,-0.0027112706652657743,-0.0020652667230610902,0.014624512884726198,-0.009699394718386817,0.0004742817488829688
