in1,in2,in3,in4
-0.0014697357835791458,-0.006999744137130975,0.01676739407609079,-0.019111491004546476
0.001650229651738,0.008399692964557018,0.0071860260326103015,-0.0191114910045464
-0.0011861025621865695,0.023799130066244956,0.0007984473369567896,-0.001500902434911855
0.0002320635447759234,0.054598004269620706,0.003992236684783559,0.029317627561948778
-0.0014697357835790625,-0.00699974413713076,-0.005589131358696854,-0.027916785289363748
-0.0006188361194015557,0.10079631557468426,-0.005589131358696875,-0.02791678528936374
-0.001186102562186514,0.03919856716793291,0.010379815380437418,-0.001500902434911855
0.0019338628731303265,-0.05319805544219455,0.010379815380437127,0.0029017447074964897
-5.1569676616763926e-05,-0.022399181238818545,0.010379815380437342,-0.01911149100454638
0.00023206354477578461,-0.053198055442194254,0.0007984473369569214,-0.027916785289363664
-0.0017533690049717499,0.06999744137130846,0.01996118342391766,0.03372027470435697
0.0016502296517379722,0.03919856716793265,0.0007984473369565398,-0.005903549577320685
-0.0003352028980089239,-0.053198055442194275,0.01037981538043739,-0.005903549577320484
-0.0011861025621866805,-0.03779861834050652,-0.005589131358696958,0.02931762756194843
0.0013665964303454514,-0.06859749254388206,-0.02155807809783098,0.033720274704357005
-0.0011861025621866805,-0.006999744137130941,-0.008782920706523846,0.016109686134722426
-0.00033520289800925696,-0.06859749254388221,0.0007984473369566508,0.016109686134722412
0.0007993299875606041,0.10079631557468416,-0.021558078097831015,0.020512333277131187
-0.001186102562186625,0.054598004269620706,0.016767394076090916,0.0029017447074967465
-0.0006188361194017222,-0.05319805544219422,-0.0023953420108699663,0.03372027470435705
-5.156967661698597e-05,0.08539687847299599,-0.002395342010870209,-0.023514138146955355
-0.0006188361194018888,-0.06859749254388217,0.019961183423917644,-0.010306196719729432
0.002217496094522764,-0.02239918123881874,0.0007984473369565745,-0.019111491004546587
-0.0011861025621865695,-0.03779861834050635,0.007186026032610315,0.03372027470435705
-0.0009024693407942153,0.10079631557468412,0.010379815380437224,-0.02351413814695525
0.0016502296517378612,0.11619575267637178,-0.015170499402177552,0.011707038992313713
0.0016502296517380555,-0.08399692964557003,-0.005589131358696903,-0.023514138146955257
-0.0006188361194018055,0.008399692964557066,-0.01836428875000414,-0.001500902434911841
-0.0017533690049715833,-0.0685974925438822,-0.008782920706523721,-0.023514138146955278
-5.1569676616763926e-05,-0.006999744137130934,-0.008782920706523659,-0.005903549577320595
0.001933862873130493,-0.06859749254388219,0.01676739407609086,-0.010306196719729481
-0.0017533690049714723,-0.09939636674725796,-0.0023953420108699594,-0.027916785289363873
0.0013665964303456735,-0.0531980554421942,-0.005589131358696826,0.011707038992314116
0.0007993299875607707,0.008399692964557184,-0.011976710054350456,0.02491498041953996
0.0019338628731306873,-0.06859749254388212,0.016767394076090902,-0.0015009024349117717
0.0002320635447755348,0.08539687847299612,-0.002395342010870119,-0.010306196719729536
-0.0014697357835789238,0.03919856716793295,-0.015170499402177282,0.007304391849905362
-0.0003352028980091737,0.023799130066244956,-0.0055891313586969305,-0.019111491004546413
0.001366596430345507,-0.006999744137131024,-0.015170499402177483,0.02491498041953976
-0.0014697357835790903,-0.053198055442194206,-0.0023953420108700357,-0.0015009024349118133
0.0022174960945226807,0.054598004269620415,0.016767394076090653,0.0029017447074965383
-0.0017533690049716388,-0.0377986183405064,0.0039922366847835525,0.033720274704357
0.0019338628731302432,0.039198567167932546,-0.00878292070652386,-0.023514138146955257
-0.0006188361194016112,0.05459800426962044,-0.002395342010870008,0.011707038992314012
