In1,In2,In3,In4
0.14886623830842025,0.00872191599018022,0.014920489427163584,-0.12441184824161558
0.08173048377717264,0.12335281186112275,-0.039264445860956655,0.06322569336868993
0.014594729245923893,0.23798370773206545,-0.0212028007649166,-0.12441184824161501
0.014594729245923699,-0.10590897988076146,-0.003141155668876551,0.0632256933686899
0.014594729245923255,0.123352811861122,0.032982134523203796,0.0006798461652547313
-0.11967677981657335,-0.10590897988076185,-0.021202800764916672,-0.12441184824161541
-0.05254102528532471,0.008721915990180351,-0.0031411556688765614,-0.06186600103818038
0.1488662383084206,0.008721915990180532,0.03298213452320372,0.06322569336869
0.08173048377717265,0.12335281186112297,0.014920489427163626,-0.0618660010381799
-0.11967677981657332,0.23798370773206506,0.03298213452320374,-0.061866001038180074
0.014594729245923116,0.23798370773206445,-0.03926444586095663,0.06322569336868904
0.014594729245923477,-0.10590897988076198,-0.0031411556688766135,-0.12441184824161551
-0.11967677981657335,-0.2205398757517043,0.03298213452320375,-0.12441184824161544
-0.05254102528532455,0.23798370773206523,-0.0031411556688764643,-0.0618660010381801
-0.11967677981657329,0.00872191599018049,-0.03926444586095668,-0.12441184824161555
0.14886623830842005,-0.22053987575170433,-0.039264445860956766,0.0006798461652546064
0.08173048377717224,-0.10590897988076191,-0.003141155668876572,0.0006798461652547105
0.1488662383084204,-0.22053987575170425,0.014920489427163529,-0.12441184824161541
-0.11967677981657332,0.008721915990180143,0.03298213452320363,0.12577154057212436
-0.1196767798165731,0.23798370773206529,0.03298213452320359,0.1257715405721253
-0.11967677981657329,0.008721915990180712,-0.02120280076491667,0.0006798461652548875
0.014594729245923949,0.008721915990180532,-0.03926444586095664,0.12577154057212486
0.01459472924592331,0.008721915990180358,-0.003141155668876537,0.06322569336868926
0.014594729245923282,0.23798370773206484,0.03298213452320363,0.12577154057212486
-0.11967677981657332,0.008721915990180386,-0.03926444586095683,-0.06186600103818062
-0.0525410252853248,-0.10590897988076185,-0.021202800764916666,0.0006798461652547591
0.14886623830842086,0.12335281186112274,-0.0031411556688765233,-0.12441184824161525
-0.11967677981657321,-0.10590897988076184,-0.00314115566887652,0.0006798461652548389
0.01459472924592392,0.008721915990180504,-0.021202800764916624,0.12577154057212486
0.14886623830842,0.008721915990180198,0.03298213452320372,0.0006798461652546203
0.14886623830842044,-0.10590897988076209,0.01492048942716357,-0.06186600103818056
0.08173048377717256,0.23798370773206518,-0.021202800764916555,0.0006798461652547244
0.014594729245923393,0.008721915990180254,-0.0392644458609568,-0.12441184824161582
0.14886623830842055,0.008721915990180525,0.014920489427163598,-0.06186600103818017
0.08173048377717232,-0.10590897988076184,-0.0031411556688765788,-0.1244118482416154
-0.05254102528532477,-0.10590897988076184,0.03298213452320378,-0.061866001038180324
-0.05254102528532516,0.008721915990180157,-0.039264445860956704,0.12577154057212453
0.14886623830842033,-0.2205398757517042,-0.03926444586095666,0.12577154057212503
0.14886623830842075,-0.10590897988076163,-0.02120280076491661,0.1257715405721251
0.08173048377717265,0.23798370773206556,0.014920489427163584,-0.1244118482416151
-0.052541025285324686,0.008721915990180469,0.014920489427163584,-0.12441184824161533
-0.0525410252853248,-0.22053987575170414,0.01492048942716373,-0.06186600103818031
-0.05254102528532521,-0.2205398757517042,0.032982134523203685,0.1257715405721247
0.1488662383084207,-0.2205398757517038,0.03298213452320405,0.06322569336869002
0.08173048377717215,-0.22053987575170414,-0.003141155668876537,0.12577154057212503
-0.1196767798165731,0.00872191599018067,-0.021202800764916693,0.06322569336868969
0.014594729245923477,0.008721915990180358,0.014920489427163654,0.0632256933686894
-0.052541025285324824,0.12335281186112243,-0.039264445860956745,-0.06186600103818031
0.014594729245923005,0.12335281186112183,-0.00314115566887653,0.12577154057212436
-0.11967677981657376,0.2379837077320644,0.03298213452320364,0.0006798461652543809
-0.052541025285325074,0.008721915990180393,0.014920489427163605,0.000679846165254655
0.014594729245923449,-0.2205398757517042,-0.03926444586095673,-0.12441184824161548
0.08173048377717226,-0.10590897988076184,-0.021202800764916672,-0.12441184824161537
-0.05254102528532499,-0.2205398757517041,-0.003141155668876572,0.0006798461652548007
0.014594729245923532,-0.10590897988076224,-0.02120280076491684,0.0006798461652546134
-0.05254102528532521,0.008721915990180282,0.03298213452320373,0.0006798461652545995
-0.11967677981657299,0.008721915990180587,0.014920489427163675,0.06322569336868974
0.0817304837771726,0.12335281186112297,0.032982134523203796,-0.06186600103817994
0.014594729245923727,0.00872191599018065,0.014920489427163584,0.0006798461652550644
0.014594729245923255,0.23798370773206468,-0.003141155668876461,-0.06186600103818064
0.01459472924592381,0.12335281186112275,-0.003141155668876537,0.06322569336868987
-0.11967677981657343,0.12335281186112226,0.01492048942716341,-0.12441184824161569
0.1488662383084204,-0.1059089798807618,-0.03926444586095684,0.0006798461652547313
0.08173048377717246,0.23798370773206518,-0.0031411556688765163,0.0006798461652546828
-0.1196767798165731,0.2379837077320649,-0.0031411556688764955,0.06322569336868959
-0.11967677981657332,0.1233528118611224,-0.00314115566887653,0.12577154057212486
-0.11967677981657326,0.12335281186112246,0.03298213452320374,0.12577154057212475
0.01459472924592381,0.2379837077320649,0.014920489427163529,0.000679846165254884
0.014594729245923838,0.237983707732065,-0.03926444586095662,0.0006798461652550436
-0.05254102528532527,0.23798370773206484,-0.03926444586095664,0.12577154057212458
-0.11967677981657349,-0.2205398757517042,-0.021202800764916693,0.12577154057212495
-0.11967677981657313,0.12335281186112274,0.032982134523204136,-0.12441184824161519
0.1488662383084202,0.12335281186112199,0.03298213452320372,0.06322569336868927
0.014594729245923588,-0.22053987575170386,0.03298213452320402,0.06322569336868984
-0.05254102528532521,-0.10590897988076192,0.032982134523203796,0.0006798461652547383
0.14886623830842038,-0.2205398757517044,0.03298213452320379,-0.0618660010381805
-0.11967677981657315,-0.10590897988076181,0.03298213452320377,0.06322569336868976
0.0817304837771726,0.2379837077320654,0.03298213452320374,-0.1244118482416151
-0.11967677981657338,-0.22053987575170422,0.014920489427163577,-0.1244118482416155
0.08173048377717203,0.12335281186112236,-0.03926444586095666,0.000679846165254662
-0.05254102528532477,-0.22053987575170397,-0.02120280076491675,0.06322569336868963
0.014594729245923393,-0.10590897988076227,-0.039264445860956856,0.0006798461652546411
0.014594729245923505,0.008721915990180518,0.032982134523204004,-0.061866001038180365
-0.11967677981657304,0.2379837077320649,-0.021202800764916672,0.06322569336868958
0.014594729245923699,-0.22053987575170397,0.014920489427163605,0.12577154057212503
-0.11967677981657321,-0.10590897988076178,-0.003141155668876551,0.0632256933686898
-0.05254102528532485,-0.22053987575170428,-0.003141155668876565,-0.12441184824161541
0.08173048377717235,0.008721915990180795,-0.003141155668876461,0.0006798461652550158
0.014594729245923477,-0.22053987575170442,-0.003141155668876551,0.0006798461652548216
-0.0525410252853248,-0.22053987575170428,-0.021202800764916683,-0.06186600103818034
0.08173048377717265,0.008721915990180525,-0.0031411556688764955,0.12577154057212503
-0.052541025285324824,0.00872191599018056,-0.0031411556688765857,0.06322569336868973
