Scorer_1,Scorer_2,Subject
0.26046179905893946,0.3173187485755079,0.10134257867624907
-0.04436037852872081,0.22347714094193785,0.12167410662666647
-0.02334107846024082,0.21446037464265222,0.10358948510226884
-0.017232950426872173,0.2342147965375595,0.13213688614559638
-0.3233565173285872,0.11150110679353628,0.04594882512241989
0.15827982021234976,-0.058216831667165625,0.0840836172271823
-0.034435527015563516,-0.03995160894098869,0.0670830713673998
-0.00139403084916314,-0.03694617914235398,0.06656097562449456
-0.018697390367821448,-0.04060324479947364,0.07271052574209837
-0.18081539742526123,-0.019311374699221534,0.03422018671185165
0.18358374985966897,0.017415467186626003,0.0951257407959262
-0.04217700438646112,0.0026352828944406284,0.06825674374063662
0.0011502659823357311,0.015926486895471804,0.08342203552128316
-0.02717705800843761,0.0012454568407429221,0.07286773352182536
-0.20684036266576492,0.0049920292666017,0.036037914580253225
0.16480329051964265,-0.03579541716266855,0.09138473413582082
-0.03476373673239018,-0.024381874460756688,0.07255354971583378
-0.002496390740100961,-0.022150594761727316,0.07104640783207894
-0.01902561075760486,-0.025033520917692554,0.07818099555961755
-0.18965008787688326,-0.01224812095378487,0.035991623418037
0.08682848517058421,-0.2910605791470395,0.03838607652719777
-0.017710747379366377,-0.18461924174311814,0.03644669117981114
-0.0023191905389831,-0.19926375127042772,0.036030276117289754
-0.010476879559892037,-0.19377514642979804,0.03837222630197175
-0.09463302788602958,-0.0945214175982437,0.023247860071642205
0.282811484775375,0.3319400915625192,0.07337936151912802
-0.06330215425279673,0.19950310806853855,0.052419427581853584
-0.03426597743758371,0.1981697230197157,0.042351683251223814
-0.04115192684047241,0.20811321361872923,0.057905006932799846
-0.2965258002035625,0.10815257541718894,0.022466639373742502
0.15005733133994603,-0.06589777421231094,0.03381811453790457
-0.036729644590238114,-0.0390080946083041,0.02274593952867083
-0.0006357226722320738,-0.033283734554333914,0.025276269984406095
-0.024008152919638308,-0.039826724799837995,0.02535674944776777
-0.15949793967135822,-0.019903276390008,0.013494630648735129
0.17022304428455148,0.00117058803472294,0.03629630149989072
-0.03927886538001987,0.005345334053354231,0.025686148728136682
-0.006949986004183312,0.007304651937683964,0.029853050335386783
-0.026439849896420745,0.004644227749325498,0.028136208136441687
-0.18324658026665325,0.0032507324661370765,0.014162963407458547
0.1558684490535961,-0.04674478656326753,0.037850804591089394
-0.03742500689861121,-0.02636158653424899,0.02529319147092792
-0.0012454875263453527,-0.020551629398548044,0.02769822296714968
-0.024703515569496348,-0.027180217588808467,0.027904002594535397
-0.16662858061520336,-0.013692047398459785,0.014414042601032032
0.08611499318972467,-0.2692228289521578,0.01763926657794703
-0.019400522871101188,-0.16106168903175783,0.01472359771975789
-0.003883364636628049,-0.17591409303384958,0.0144327841257594
-0.013109198363323825,-0.16831048690765477,0.01570658953014875
-0.0879887006978788,-0.08777675400615406,0.009858869291401789
0.28451038609377666,0.3340287147349287,0.07859952936535286
-0.06344525113178556,0.2007719109715102,0.05579759752871115
-0.034736249793180234,0.19921367848863764,0.04540267779597948
-0.041295035466106744,0.20938201043618695,0.061283164909494474
-0.2985109184239869,0.10860154533021463,0.02400278768114123
0.1509099051647596,-0.06608943046270116,0.03675800296132973
-0.0368179262066709,-0.03911842837198794,0.02474497280887286
-0.000755794046926897,-0.033323530033721904,0.027243513580851867
-0.02409644131566288,-0.03993705968198203,0.0273557757248606
-0.16052708993897494,-0.019932290453386178,0.014552794979729996
0.1710811808420597,0.0009772531039137153,0.03923451124289689
-0.03936249328426131,0.0052324126632538465,0.02768259438192216
-0.007097107824277679,0.007230563854724686,0.031786001328261274
-0.026523479364811156,0.0045313100836240905,0.030132651629977157
-0.18427198024271396,0.0032182271321895793,0.015217636467884096
0.15672103022964923,-0.04693643158811637,0.04079070424005598
-0.03751329070054754,-0.02647191920518102,0.02729222584388176
-0.0013655615335786409,-0.02059142356166681,0.02966546787986468
-0.02479180669740043,-0.027290551105012745,0.02990303023756799
-0.16765773356502905,-0.013721060120733465,0.015472208273131397
0.08643363393167117,-0.27094982246030974,0.019043817743610504
-0.019421974356037035,-0.16210659721136833,0.015788056584033247
-0.003941595787049057,-0.1768934523893525,0.015460463846090223
-0.01313065205331139,-0.16935539103513897,0.016771046561901426
-0.08835024828157353,-0.08813956941149323,0.010583232280435666
0.28326686854491223,0.3354940129055891,-0.005517219289279951
-0.07785132075990378,0.1707929400923937,-0.041481703056163804
-0.032911954194545,0.184188652808995,-0.03564625786016526
-0.06197227611767326,0.17687461561692847,-0.04226730692234622
-0.25433558702550113,0.10312411363901144,-0.014695112026141342
0.12615170705149162,-0.07298794172860046,-0.05572255512986278
-0.032858776599368866,-0.03558130888784033,-0.03901823741273802
-0.0006459540329766741,-0.03491214017020561,-0.04036900653213403
-0.023864298074216396,-0.03638419948038364,-0.04013444108612324
-0.12645233929238506,-0.0203594317686414,-0.019094814351604636
0.1390857839262268,-0.021634017133868248,-0.0689588058201783
-0.03377153758423446,0.0019257778472911088,-0.042924370139799065
-0.004962580383774652,-0.000808918950018167,-0.042277391452983766
-0.024358539141170088,0.0015414070980993289,-0.04390032836812982
-0.1445423305261041,-2.9575282363413223e-05,-0.0212506339627483
0.13014212653368307,-0.05948236013608039,-0.057337271133201285
-0.033483017503173534,-0.02669038797933959,-0.040226572636035296
-0.0008988112412286198,-0.025649834970105676,-0.04141685350507639
-0.024488542498420418,-0.027493281570741594,-0.04134277724074308
-0.13103184178552812,-0.015423772002444209,-0.019450971624658753
0.08005418642305814,-0.2249709760790756,-0.020559382700448624
-0.019706882562898792,-0.12831492864791771,-0.017720604558274622
-0.0038037007895885128,-0.14395540035083587,-0.01762539409189534
-0.014663142646110523,-0.1330685576253078,-0.017985197040849624
-0.07727456899663593,-0.07706717504592232,-0.011564841370072831
0.28599487168435495,0.3388437728180664,0.0012874887433948698
-0.07846134727069509,0.17223046029911526,-0.03801502482273463
-0.03355402493371609,0.1855949087184793,-0.03221162363159845
-0.06258229717135083,0.17831213966157217,-0.03880062308279169
-0.25667992448481525,0.1037360836644075,-0.012962744592223316
0.12706046191696563,-0.07356089994617529,-0.05284056522724007
-0.033021176226375265,-0.035799631653417235,-0.037207402151607304
-0.0007625256617272147,-0.03508385500638421,-0.03851234304923007
-0.024026698452926216,-0.03660252461685559,-0.03832360642768435
-0.12739436351431022,-0.020448618361939834,-0.018063603536381076
0.13997499156059345,-0.02219585318080137,-0.06606569374691387
-0.0338950111930717,0.0017770507251498105,-0.041043939235232745
-0.005129715960987005,-0.0010005284074153173,-0.04044062259129835
-0.024482012110972104,0.0013926787723388123,-0.04201989689897952
-0.1455061477883404,-0.00010988551422391801,-0.02021054678608682
0.13105088050508737,-0.060055317906620394,-0.05445528078354376
-0.033645416881827234,-0.026908709006447686,-0.038415735636435785
-0.0010153862972462485,-0.025821551817941032,-0.039560192033829183
-0.024650938754475653,-0.02771160131796023,-0.039531937193050905
-0.13197386690152296,-0.015512958148707793,-0.018419760362400357
0.08045841757152934,-0.226902466499129,-0.01903592500030451
