theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2
-4.163336342344337e-17,0.004285100092465015,0.016088985525262743,-0.00047143452821842187,0.0008969566016591834,0.0015240481437979597,1.214306433183765e-17,0.0
1.3877787807814457e-17,0.005514842639394876,0.014859242978332826,0.00043875706304828503,-0.0009717029851308862,-0.00035749277447139245,8.673617379884035e-18,0.0
4.163336342344337e-17,0.0018258176878767352,0.01692670666076397,0.002469277053038968,0.0008969566016592597,0.0015240481437977724,5.204170427930421e-18,0.0
4.163336342344337e-17,0.003967739717724572,0.010096993889741689,0.015288145700174484,-0.0009717029851307266,0.0015240481437985912,-1.734723475976807e-18,0.0
6.938893903907228e-17,0.006626847778079828,0.013747237839647652,0.0004387570630482989,-0.0009717029851308862,-0.00035749277447133694,5.204170427930421e-18,0.0
1.249000902703301e-16,0.0131196367124225,-0.03555090753530162,0.0004387570630483683,0.0008969566016591001,-0.00035749277447101775,5.204170427930421e-18,0.0
6.938893903907228e-17,0.0075350016761654565,0.002469093277149434,0.0004387570630484238,-0.0009717029851308168,-0.00035749277447103857,-1.5612511283791264e-17,0.0
6.938893903907228e-17,-0.0007683579983295986,-0.05259106471236011,0.0004387570630482295,0.000896956601659114,-0.0003574927744712259,-1.734723475976807e-18,0.0
1.3877787807814457e-17,0.0024549082595776567,-0.04153489278597486,0.00043875706304840993,0.0008969566016590446,-0.0003574927744710941,5.204170427930421e-18,0.0
1.8041124150158794e-16,0.004405349672998507,0.006400653576859025,0.00043875706304832666,-0.000971702985130567,-0.00035749277447099694,-8.673617379884035e-18,0.0
1.3877787807814457e-17,-0.015518661626626558,0.013893441461525033,0.01528814570017513,-0.0009717029851306781,-0.0003574927744712537,5.204170427930421e-18,0.0
6.938893903907228e-17,0.006384246475815661,0.013989839141911486,0.0004387570630483128,0.0008969566016591695,-0.0003574927744713786,5.204170427930421e-18,0.0
1.3877787807814457e-17,-0.012222639469352115,-0.0016416601810372734,0.0004387570630481185,0.000896956601659003,-0.0003574927744711912,1.734723475976807e-18,0.0
1.3877787807814457e-17,-0.04588377233135591,0.018059185401165773,0.00043875706304814625,-0.0009717029851306919,-0.0003574927744710455,-1.734723475976807e-18,0.0
1.8041124150158794e-16,0.007097472426956589,0.011119966502502007,0.0004387570630481185,0.0008969566016590862,-0.0003574927744709553,8.673617379884035e-18,0.0
1.3877787807814457e-17,0.006228068590535485,0.014146017027192759,0.002469277053039176,0.0008969566016592528,-0.00035749277447108714,1.214306433183765e-17,0.0
1.5265566588595902e-16,-0.013686927452247597,0.018976850787768743,-0.0004714345282173949,0.0008969566016592528,-0.0003574927744710594,-8.673617379884035e-18,0.0
6.938893903907228e-17,0.005514842639394321,0.01485924297833291,0.0004387570630483128,0.0008969566016591417,-0.0003574927744713855,5.204170427930421e-18,0.0
6.938893903907228e-17,0.006821775725024688,0.0031823192282898344,0.00043875706304821564,-0.0009717029851307544,0.0015240481437977238,5.204170427930421e-18,0.0
-4.163336342344337e-17,0.004285100092465015,0.016088985525262743,-0.00047143452821842187,0.0008969566016591834,0.0015240481437979597,1.214306433183765e-17,0.0
1.3877787807814457e-17,0.001801589229869907,0.012832963244865964,0.0004387570630481046,-0.0009717029851307336,-0.0003574927744712606,-8.673617379884035e-18,0.0
1.3877787807814457e-17,0.016245587857299848,-0.03341884444903414,0.0004387570630483544,0.000896956601659225,-0.00035749277447099,5.204170427930421e-18,0.0
1.3877787807814457e-17,0.006349855697682524,0.010765499562434597,0.000438757063048063,0.0008969566016586144,-0.00035749277447091367,-5.204170427930421e-18,0.0
1.249000902703301e-16,0.0034473789569637453,0.016926706660764512,0.00043875706304834054,0.000896956601659114,0.0015240481437986259,5.204170427930421e-18,0.0
-1.5265566588595902e-16,-0.036072682093500515,0.016512472550675172,0.002469277053039093,0.0008969566016591417,-0.00035749277447126755,5.204170427930421e-18,0.0
6.938893903907228e-17,0.0008974808634046993,-0.05322913725361737,0.00043875706304828503,-0.0009717029851308446,-0.0003574927744713161,-1.5612511283791264e-17,0.0
1.3877787807814457e-17,0.006349855697683218,0.010765499562435485,0.0004387570630481879,-0.0009717029851304005,-0.0003574927744710108,-1.734723475976807e-18,0.0
1.3877787807814457e-17,0.011952750165072523,-0.029126006756806985,0.00043875706304840993,0.000896956601659225,-0.00035749277447107326,5.204170427930421e-18,0.0
1.8041124150158794e-16,-0.055558875527020435,0.00032898184401448753,0.00043875706304803523,-0.0009717029851309001,-0.00035749277447112184,-8.673617379884035e-18,0.0
1.3877787807814457e-17,0.006349855697682524,0.010765499562434597,0.000438757063048063,0.0008969566016586144,-0.00035749277447091367,-5.204170427930421e-18,0.0
6.938893903907228e-17,-0.013686927452247736,0.018976850787768257,0.0004387570630483128,-0.0009717029851308307,-0.00035749277447140633,-1.734723475976807e-18,0.0
1.3877787807814457e-17,-0.0097096817361327,0.016512472550675117,0.0024692770530382463,-0.0009717029851307613,0.0015240481437979944,-8.673617379884035e-18,0.0
1.3877787807814457e-17,-0.011897027183662904,0.014271763638852464,0.000438757063048174,0.000896956601659114,-0.0003574927744713439,1.734723475976807e-18,0.0
1.3877787807814457e-17,0.00431678279338564,0.013900656136073386,0.000438757063048174,-0.0009717029851308862,-0.0003574927744710455,-1.734723475976807e-18,0.0
-1.5265566588595902e-16,0.004441599451010789,0.0003137480304714179,0.0004387570630481324,-0.000971702985130914,-0.00035749277447128143,-8.673617379884035e-18,0.0
-6.938893903907228e-17,0.006315503682460685,0.014058581935267198,-0.0004714345282173394,0.0008969566016591973,-0.0003574927744710802,1.734723475976807e-18,0.0
6.938893903907228e-17,-0.022116669897363724,-0.05617820141319825,0.00043875706304827115,0.0008969566016591417,-0.00035749277447117735,5.204170427930421e-18,0.0
1.249000902703301e-16,0.006315503682460852,0.014058581935266573,0.00043875706304828503,0.0008969566016591556,-0.0003574927744713855,8.673617379884035e-18,0.0
1.3877787807814457e-17,-0.0007683579983289047,-0.054014340050379694,0.00043875706304821564,0.0008969566016591279,-0.000357492774471101,-1.734723475976807e-18,0.0
1.3877787807814457e-17,0.005514842639394876,0.014859242978332826,0.00043875706304828503,-0.0009717029851308862,-0.00035749277447139245,8.673617379884035e-18,0.0
6.938893903907228e-17,-0.013686927452247736,0.018976850787768257,0.0004387570630483128,-0.0009717029851308307,-0.00035749277447140633,-1.734723475976807e-18,0.0
1.3877787807814457e-17,-0.02211666989736371,-0.05617820141319832,0.00043875706304820176,-0.0009717029851307891,-0.0003574927744712259,5.204170427930421e-18,0.0
1.249000902703301e-16,-0.01594764526404068,0.00221940866128105,0.0004387570630483822,0.0008969566016591695,-0.0003574927744710941,1.734723475976807e-18,0.0
6.938893903907228e-17,0.0070974724269567,0.013276613190770725,0.00043875706304827115,-0.0009717029851308723,-0.0003574927744713786,-5.204170427930421e-18,0.0
1.3877787807814457e-17,0.0034473789569642727,0.016926706660763624,0.0004387570630483128,-0.0009717029851308862,-0.0003574927744714202,-5.204170427930421e-18,0.0
-1.3877787807814457e-17,0.0055148426393946265,0.01485924297833259,-0.004783185681126307,-0.000971702985130803,-0.00035749277447144796,1.734723475976807e-18,0.0
-4.163336342344337e-17,0.001767237214647735,0.01612604561769774,0.00043875706304821564,0.0008969566016592736,0.0015240481437979597,-1.734723475976807e-18,0.0
4.163336342344337e-17,0.006349855697682996,0.010765499562435013,-0.00047143452821763084,0.0008969566016590724,-0.0003574927744712606,5.204170427930421e-18,0.0
9.71445146547012e-17,0.004316782793385057,0.013900656136074108,-0.00478318568112519,0.0008969566016592111,-0.00035749277447098306,1.734723475976807e-18,0.0
1.3877787807814457e-17,0.00428239201525267,0.012832963244866324,0.0004387570630482434,-0.000971702985130345,-0.00035749277447103857,-1.734723475976807e-18,0.0
6.938893903907228e-17,-0.0385370603305939,0.018976850787768423,0.00043875706304820176,-0.0009717029851306781,-0.00035749277447133694,-8.673617379884035e-18,0.0
6.938893903907228e-17,0.004316782793385057,0.016057302824342284,0.00043875706304834054,0.0008969566016591695,-0.00035749277447140633,-8.673617379884035e-18,0.0
1.5265566588595902e-16,-0.00372772397874992,0.010987205577720496,-0.004783185681125287,0.0008969566016592111,-0.00035749277447119816,-8.673617379884035e-18,0.0
1.249000902703301e-16,0.004248040000030248,0.016126045617697343,0.0004387570630483128,0.0008969566016591556,-0.00035749277447141327,-5.204170427930421e-18,0.0
1.3877787807814457e-17,0.007948758509574202,-0.005119017104027058,0.0004387570630483822,-0.0009717029851303589,-0.00035749277447112184,1.734723475976807e-18,0.0
6.938893903907228e-17,0.011952750165072856,-0.029126006756806846,0.00043875706304834054,-0.0009717029851308307,-0.0003574927744711357,-1.214306433183765e-17,0.0
6.938893903907228e-17,0.0038876969894492824,0.016486388628277976,0.0004387570630483683,0.0008969566016591417,-0.000357492774471441,5.204170427930421e-18,0.0
1.3877787807814457e-17,0.0024549082595777955,-0.04153489278597494,0.00043875706304828503,-0.0009717029851306434,0.0015240481437978279,1.214306433183765e-17,0.0
1.3877787807814457e-17,0.001091123994805333,0.01499953767117379,0.0004387570630482295,-0.0009717029851308862,-0.00035749277447144796,-1.734723475976807e-18,0.0
-2.0816681711721685e-16,-0.055129891889606555,0.012003014644258396,0.0024692770530383157,-0.0009717029851307613,0.00152404814379805,-1.734723475976807e-18,0.0
6.938893903907228e-17,0.0016331485736005152,0.013001403901135411,0.0004387570630481185,0.000896956601659003,-0.00035749277447101775,8.673617379884035e-18,0.0
-4.163336342344337e-17,-0.038537060330594355,0.018976850787768285,0.0004387570630481324,0.000896956601659114,-0.00035749277447133,-1.734723475976807e-18,0.0
1.249000902703301e-16,0.0038876969894495322,0.016486388628278656,0.00043875706304828503,0.0008969566016591695,0.0015240481437986259,5.204170427930421e-18,0.0
1.5265566588595902e-16,0.0042851000924643695,0.016088985525262334,-0.0047831856811263,0.0008969566016591973,-0.0003574927744714549,-8.673617379884035e-18,0.0
-4.163336342344337e-17,0.00029046295173913543,0.015800198714241077,0.000438757063048174,0.0008969566016591973,0.0015240481437986536,5.204170427930421e-18,0.0
6.938893903907228e-17,-0.022116669897363724,-0.05617820141319825,0.00043875706304827115,0.0008969566016591417,-0.00035749277447117735,5.204170427930421e-18,0.0
6.938893903907228e-17,0.0038876969894498653,0.016486388628278573,0.0004387570630483544,-0.0009717029851308307,0.0015240481437986397,-1.734723475976807e-18,0.0
1.3877787807814457e-17,0.01577147254914843,-0.043035888770045494,0.00043875706304807686,0.0008969566016591834,-0.00035749277447128837,-1.734723475976807e-18,0.0
9.71445146547012e-17,0.003844782059979124,0.01652930355774894,0.00043875706304816013,-0.0009717029851308723,0.0072760829665573165,1.734723475976807e-18,0.0
4.163336342344337e-17,0.00922453461822377,-0.03801955772721891,-0.0004714345282183247,0.0008969566016592111,-0.0003574927744712398,-8.673617379884035e-18,0.0
6.938893903907228e-17,-0.011222549215154554,0.01651247255067506,0.00043875706304807686,0.0008969566016589197,-0.0003574927744712398,1.734723475976807e-18,0.0
6.938893903907228e-17,0.003887799155972413,0.004383270024098572,0.0004387570630482573,-0.0009717029851307405,0.001524048143797689,-1.734723475976807e-18,0.0
1.3877787807814457e-17,0.0070974724269568315,0.013276613190770843,-0.0004714345282183525,0.0008969566016591348,0.001524048143797918,1.214306433183765e-17,0.0
-9.71445146547012e-17,0.006935257987578471,-0.0004468847328507764,0.0004387570630481185,0.0008969566016591764,0.0015240481437977446,5.204170427930421e-18,0.0
4.163336342344337e-17,0.008820202141350347,-0.019161629223429837,0.0004387570630479797,-0.0009717029851306989,0.00727608296655647,5.204170427930421e-18,0.0
2.3592239273284576e-16,-0.019062309372692147,-0.022298310934112726,0.0004387570630483128,0.0008969566016590724,-0.0003574927744710941,-1.734723475976807e-18,0.0
4.163336342344337e-17,0.009224534618223812,-0.03801955772721883,-0.0004714345282183386,-0.0009717029851308446,-0.0003574927744712745,-5.204170427930421e-18,0.0
6.938893903907228e-17,0.0034473789569637175,0.016926706660763707,0.00043875706304834054,0.000896956601659114,-0.00035749277447141327,-8.673617379884035e-18,0.0
1.3877787807814457e-17,-0.01904637502216821,-0.04448395694555499,0.0004387570630482295,0.0008969566016590307,-0.00035749277447110796,1.214306433183765e-17,0.0
-4.163336342344337e-17,0.0038447820599792903,0.01652930355774887,0.002469277053039079,0.0008969566016592528,-0.0003574927744710941,8.673617379884035e-18,0.0
6.938893903907228e-17,0.0034473789569637175,0.016926706660763707,0.00043875706304834054,0.000896956601659114,-0.00035749277447141327,-8.673617379884035e-18,0.0
1.3877787807814457e-17,-0.01904637502216821,-0.04448395694555499,0.0004387570630482295,0.0008969566016590307,-0.00035749277447110796,1.214306433183765e-17,0.0
1.3877787807814457e-17,-0.020603802418341748,-0.0561782014131981,0.00043875706304821564,-0.0009717029851308446,-0.0003574927744712259,5.204170427930421e-18,0.0
1.3877787807814457e-17,0.0010911239948055273,0.014999537671173874,0.0004387570630482434,0.0008969566016592528,-0.0003574927744713855,-1.734723475976807e-18,0.0
1.249000902703301e-16,0.007028729633601724,0.013345355984125867,0.00043875706304828503,0.0008969566016591556,-0.0003574927744713855,8.673617379884035e-18,0.0
-1.3877787807814457e-17,-0.009709681736132512,0.016512472550675325,-0.00047143452821750594,-0.0009717029851308585,-0.0003574927744711357,1.734723475976807e-18,0.0
1.3877787807814457e-17,-0.012222639469352115,-0.0016416601810372734,0.0004387570630481185,0.000896956601659003,-0.0003574927744711912,1.734723475976807e-18,0.0
