Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight
0.0006083220436641293,-0.00018224011023769155,-0.0012904321220267405,-0.0008029367753547463,-0.011517320492361009,0.009009718538166397,0.003251209276974501,-0.0025460335274756353
0.0006083220436646566,-0.0005821400386591593,-0.006525450872642486,-0.000904703160063863,-0.025945227405284012,0.020609417964171196,0.005883259963808182,-0.005531707555591303
0.005287722379544363,0.00010340269577760724,0.001588828190811911,1.1194302317894637e-05,-0.003365678111749532,0.006040195485109159,0.001220770175702805,-0.00030677800638890217
0.000608322043664622,-0.0002393686714405813,-0.0012904321220267518,-0.00019233846710015826,-0.011417300340451655,0.009844896896838842,0.0025994633926157964,-0.0023594289007183773
-0.004071078292215549,-0.0006583114535966619,-0.007048952747704099,-0.001108235929482032,-0.026970433962354795,0.021537393918251616,0.006334468652979715,-0.006091521435863016
-0.00407107829221548,-0.00029649723264369744,-0.004693194309926995,-0.0008029367753547446,-0.019643957834995278,0.016758317754737663,0.00442936529870004,-0.00366566128801897
0.0052877223795446335,0.0001034026957775977,0.0013270772532811767,0.0003164934564452923,0.0016603345216951657,0.00784974859556596,0.0012207701757028806,0.004171733035784679
0.005287722379544536,0.0001605312569805794,0.0018505791283427355,-0.0001923384671002424,0.001185238800125733,0.002560285657307834,0.0008196957853282526,0.001559268261183455
0.0006083220436644277,-0.00010606869530041616,-0.0010286811844959576,-0.00019233846710014785,-0.01174236583415703,0.009752099301430804,0.002674664840811033,-0.0019862196472039398
0.005287722379544675,0.00017957411071494594,0.0026358319409349757,0.0003164934564452507,0.00751151340839174,0.0006579349514429511,0.0007444943371328911,0.003798523782270134
0.005287722379544439,8.43598420432112e-05,-0.0005051793094344456,0.00011296068702703384,-0.006891388466553933,0.011840045198111545,0.0009199643829218033,-0.00030677800638899064
0.0006083220436641848,-0.0002774543789096735,-0.0020756849346192504,-0.0004976376212276852,-0.01691840869546581,0.01429918147642446,0.0042538952529110165,-0.003105847407747448
