fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.0003998732436561855,-0.01624536730376808,-0.010975594966729587,-9.473796123157929e-05,3.442331992478015e-05,-0.0035170516518622293,0.007007629551103985,-0.0034577105337345168,-0.013979571973852942,-0.006429619909105432,-0.03873093779878862
0.0002901862402694464,-0.03494878608325515,-0.0106450566564107,-0.00011113042696589812,1.6362562953686238e-05,0.007853207792291409,-0.007882081148118836,-2.5444432411745427e-05,0.008728970728264633,0.009999068273033075,-0.021967181379510654
0.00029180628163966426,-0.022427340829994296,-0.00869087276196636,-9.564873914399048e-05,9.717617051950897e-06,9.681568264334538e-07,-0.0022067892212713873,-0.0006598885923935047,0.004538792248259043,0.005909736431242215,-0.021994316876134533
-0.0019086245392536988,0.026991480641009043,0.009845712662954689,-8.42601712741589e-05,2.2311979004543825e-05,0.0017224935364052055,-0.004951378538715824,-0.0040415443064057074,0.012337322399510306,-0.003680403489404661,-0.021802684321590857
0.0004160636911301408,-0.012181141123219795,-0.011183781530600432,-9.437262144701684e-05,3.8246721281969054e-05,-0.0017311023344310783,0.00422093331258701,-0.003429259535985718,-0.014001885485658547,-0.006427295591796989,-0.03876138155767287
0.0002900012125382146,-0.006197794739701622,-0.008290093300004362,-9.152697819167632e-05,5.56536734319657e-05,-1.3399105480620188e-05,-0.004612930372331839,0.001278464267843626,0.0016648178468784255,-0.02034344015012676,-0.03842746362268482
0.0004553642193614527,-0.01123236189719962,-0.011555975236865468,-0.00016437693182549818,0.00012004243720416714,6.627018332706043e-05,0.01332078290668123,0.00733257492396894,-0.004895651381570078,-0.01901689160013776,-0.01343210376291988
0.0002762190438587402,-0.004191079130173306,-0.01057500908042711,-0.00011406944351697947,5.506915346635092e-05,-0.005299825770193585,0.014534367311486026,-6.829544257832712e-05,-0.002692328607754966,-0.00506443388896702,-0.034265789912184264
-1.872035865998119e-05,-0.004186539356789825,-0.006816162212097856,-0.00012124514822372692,-7.043975114763766e-05,-4.41814438505862e-05,-0.007357562713663501,0.003024934303207605,0.003052675277892399,-0.009218853787482153,-0.04670088117770262
0.00021153173117138295,-0.007649260322310699,-0.01102351786859416,-0.00019791597292267716,-4.84428088073416e-05,0.0008608024347511204,-0.004699199998614313,0.008068837128365501,-0.019283868104856224,-0.012030596088448501,-0.01749692281496146
0.00010397867036683804,-0.007374939539422296,0.002802172316192165,-0.00017462498191847398,-0.000107087301839604,-0.00531562406002019,0.00927719299198301,-0.0026041422970674603,0.0044325965823629725,0.12378859090598676,-0.05048330191750342
0.00031129369059145786,0.02739622416756459,0.00820484497369264,-8.005118002368541e-05,-7.428048717429361e-06,0.014595955136382005,-0.023313758637950915,-0.0003179784718166775,0.001727551444444861,0.019415125806154704,0.0069180900915745925
0.00015877323661645754,0.022118406656772286,0.008460185048841093,-0.00016802405543872974,-0.008194606652601268,0.001726159196669889,-0.0029674537860045875,-0.0004279566426087987,0.020040059503893287,0.06314267381977816,-0.046697386150327
0.0003132926400720239,0.0150279175220031,0.003436242107174927,-0.00010802896371698792,2.667142266298854e-05,0.00652805060464781,-0.009731230515770723,-0.00482665561428857,-0.015049987087857986,0.005890062845898912,-0.026228119000880148
0.00023331101707279616,0.010716107686003491,-0.0005307613794013925,-9.994716644082114e-05,-0.0001366005222216204,-0.0045154991810599,0.005618007788508882,0.0006337344050853167,0.010813071998328181,0.04089970054980067,-0.03423659974812887
2.5928199423401532e-05,0.004704577883568796,-0.005908491906257582,-0.00010175175867889661,1.8328775474632914e-05,-0.005758400004870035,-0.008468668756626704,-2.5127360526468917e-05,0.011043937066403138,-0.010591470995908165,-0.038517864740994376
0.0001120741119096314,0.01361716192266276,-0.003792482343074018,-0.0001129282596472497,1.1782680285190478e-05,0.004930408551187426,0.004225345970922289,-7.019489922568294e-05,-0.007805003369364183,0.0031772637508695745,-0.026048391225513674
-0.00078457231870388,0.014633227238719949,-0.0027191996946756745,-0.00016542233572904746,4.2402073953615304e-05,-0.0035375560117100876,0.012134234978715283,0.004761467543476701,-0.001208710151886114,-0.00645529904782786,-0.04233753106466223
0.00012415773823146314,0.012840875984944893,0.0008464752455499163,-0.00011328140916578802,3.701079840539869e-05,-0.010270247091144023,0.01784253807716864,0.002101295616397079,0.003064290419545754,-0.002311920311588466,-0.03408464085121472
0.0003114462715282955,-0.017259937335971875,-0.01087548385310225,-0.00010850878562270896,3.123467549524607e-05,-0.0008243153551214759,0.006544262320351631,-0.0014421804937861885,-0.010827768380190167,-0.00781649734350655,-0.03860333724273327
0.0002926271401156919,-0.010663765702088955,-0.011575817009223584,-0.0001090365121978042,2.704485113314532e-05,-0.006304965980220557,0.015583009357390532,0.0012984718514746443,-0.004181017289914485,-0.0023092464828080054,-0.02180034010966732
0.00045479680054672487,-0.013798916504605413,-0.006943540630859229,-0.00010526672668461264,-7.017384580489844e-06,0.0017080241236619575,-0.015220355317295228,0.0030086596446635533,-0.001998200926828136,-0.009200930708147906,-0.009524409565818015
7.89291379818879e-05,-0.011782360926711937,-0.0048145392498147605,-9.1081766319884e-05,2.3228070008022666e-05,-0.0001567071464186305,-0.029633701507127793,0.000600313907098344,0.011230691840741457,0.007277821465879033,-0.021955935628018786
-0.002818331514747683,0.02171923659037229,0.0013674298623756968,-0.0001404930685909591,-0.00017491720426473142,-0.0018529513041462369,-0.0003815630592625024,0.003979700693276636,-0.004044303092894719,-0.007823866178438508,-0.0467460918514026
0.00024410688587986736,-0.010704241173212474,-0.0112087187171154,0.00017495649517470672,2.487163869308822e-05,-0.009263222484649784,0.01437323631132635,-0.006393682338706963,-0.00558299712945183,-0.007806426500281653,-0.030368363168018116
0.0003331834362377775,-0.006255068333920411,-0.003384039313533519,-9.43207554850154e-05,1.6767328793452324e-05,-0.011275832785249214,0.01582552000918223,-0.002042953467525107,-0.007326879076338375,-0.0009280282465866969,0.01940109179377729
0.0002843383072034826,0.015916043333656715,0.00242183926523928,-0.00010757358544084232,4.199667920141386e-05,-0.001667780463146164,0.008808254384839417,-8.870594075183731e-05,0.006631605529579547,0.016787337695195206,-0.0259574510803966
6.408441076667328e-05,0.009145054792888947,0.004705924069019802,-1.8258948215546917e-05,1.2178239074807825e-05,-0.002931387103637828,-0.017342842646640783,-0.003222431155578536,-0.0005295270023237396,0.030138785909352768,0.006946006040260665
0.00022144901916055728,-0.007428145127212312,0.0031021429434558143,-9.304148802090681e-05,2.779724517809612e-05,0.0017234938876465825,0.0015024373442542487,-0.0029711677580657814,0.004570516446187926,-0.013367434658559982,-0.04253405590603876
0.00015830913387495014,0.00468047372308097,-0.0008837077652381091,-0.00010611023810891935,-0.008094288525706494,-0.006226787015239742,0.016092829537029833,2.5643968436993093e-05,0.0082190841994892,0.039421247612172874,0.006952086938943521
0.00025958975250883753,-0.012553308264629985,0.00023736987057299515,-9.858548863691159e-05,1.4741232185144781e-05,-0.005285860935913116,0.01210624736991334,-7.044465355946865e-05,0.0016553985664446568,0.07862545290474983,-0.0012857877167721824
0.0019513679205625813,0.001816352313689828,-0.002273555282936374,-5.067105672408259e-05,0.00030453483993323854,-0.007279044253295793,-0.007795892147756313,0.0071959373821047935,-0.048233279001385,-0.006428846658282546,0.11216647701019446
6.898616887761664e-05,-0.043913409174061065,0.0046053977539402624,-9.586021890979557e-05,5.297796986413248e-05,0.005816469691175383,-0.028892860093885787,-0.0007467229924106999,0.0053493869768115,0.016814325160223215,-0.04661779274691843
0.0003474561056594547,-0.012551185897061733,0.001713058863072164,-7.321780810690523e-05,1.322541981838671e-05,-0.010200525555406641,0.01214438307889788,-0.0012177426458172466,0.012265068501337451,0.01817688811503782,-0.04656748390392673
-0.00020967459957703448,0.001759840184899846,-0.009153322619333437,-0.0001369936658796298,9.721874760517562e-05,-0.006386734802857548,0.01608106225096227,0.004367015199591257,-0.0054941014397549915,0.0031943637485893376,-0.038042304861846746
-0.00021466563183125147,0.003717883268731036,-0.00923088509996573,-0.00014513833709812424,0.00010874482328530954,-0.008408753224749644,0.0165964086193482,0.0047235057310301126,-0.004779159346273239,0.004568705684418404,-0.03802555057536717
0.0001369534309311352,0.01614156066387225,0.00524664201871601,-7.222218409731949e-05,2.7326572066013083e-05,0.011766787254833171,-0.031232410542200786,-0.0007169107145840339,0.009003681024564211,-0.006442198296025701,-0.03838661632896193
0.00032379351097959014,0.0027905273077400822,-0.00335795099178566,-8.70460541389797e-05,-0.00017355086443158303,0.013251852039366286,-0.01042097100345912,0.004194190426639145,0.010842307507124619,0.003183942631239836,-0.005378077879055024
0.0010583191633307305,0.012740259992188176,0.0082710844742515,-6.584705455903701e-05,-6.6124774303952386e-06,-0.009935641681135345,0.01814541903904667,-0.0012891798699627341,0.02008721128010579,0.003187257611754329,-0.029731515251929307
0.0003229464340859668,-0.005271755717230153,-0.001567218435254594,-9.794010988661839e-05,2.89576737599355e-05,0.0017207998294020079,-0.002173594524888073,-0.002283984944672048,-0.008048964437908045,-0.002301666178885455,-0.013711778411036789
7.634358953896514e-05,0.015017752417675324,0.003487457419024274,-0.00011179596536243997,6.287910983616114e-05,-0.005712167984266626,0.0014673864613260214,0.002075348238697039,-0.006432410122761195,-0.009229248540290122,-0.03807736969627626
0.00022951009422773829,0.01425750782979415,0.006073539087709061,-0.0001297569608484293,2.9730607088282062e-05,0.0033653816061273737,-0.001222875814346108,-0.0045768470790422625,-0.008861311789521637,0.004547318514086508,-0.04659605002698668
5.9780224279342474e-05,-0.016479898628087557,0.005829939137431641,-6.690247861757774e-05,-3.964669164025465e-05,0.004241874377293155,-0.028258295557069307,-5.054416792766012e-05,0.008272878926195257,0.014085064640411794,-0.04254427663406945
0.00032615543247139725,-0.019922061847256697,-0.007787159300917821,-7.886203453758409e-05,2.8441707395846345e-05,-0.0018120709453347064,-0.002254376687635972,0.0006256142601020238,-0.004933732405475318,-0.005056798204640545,-0.02195605198356168
0.00039456537324600305,-0.019034265177496696,-0.007650157199700239,-0.00014536627833825055,1.3355087517208375e-05,-0.010358934534668704,0.017894518561390453,0.0018251971614054849,-0.006422746088989702,-0.030119244370819184,0.023229154367026522
0.00017662914756129346,-0.01694641122869995,-0.006358544749728142,3.531922881773651e-05,4.2126201819568466e-05,-0.00821975610292063,0.01582124733434288,0.0018531176987847701,-0.008670758734393914,-0.003671956254550645,0.015184850706105181
0.00023638324362460072,-0.016836610656448762,-0.008263175912349147,-7.764375703294981e-05,4.6284505272865485e-05,-0.006297227461427827,0.014155180409133888,0.001922274210628088,-0.0012590582147197057,0.0461809387893532,0.00686965444088203
0.00033706249967139595,-0.015626395275712576,0.000227350563429765,-9.476019115111407e-05,2.0845734188844134e-05,0.0025750905163476703,-0.020810888461108658,0.002204202492769705,0.0009499859522091605,-0.017567510324557094,-0.03414204259422445
0.0002680555617534082,-0.014145582245548273,0.0017341914175650658,-9.600281617625601e-05,2.6664174680139718e-05,-0.003546469211120504,0.002848277725860123,-0.002928290286678007,0.0009385861348898088,-0.01058885249472054,-0.046822136433750404
0.0005313522599759146,0.014053177762899625,0.005921780106588208,-7.276992970525886e-05,1.700010194085505e-05,-0.00546238612505846,0.003313576243651763,-0.0058316236602641664,-0.017278597212374052,0.0072340762200977515,0.006950328063793719
