model,accuracy,best_params,training_time,shap_time
HistGradientBoosting,0.07037283506928288,"{'clf__learning_rate': 0.05, 'clf__max_iter': 200, 'clf__max_leaf_nodes': 63}",8.368228673934937,2866.83531999588
PassiveAggressive,0.3142733936789383,"{'clf__C': 0.1, 'clf__max_iter': 1000}",1.7972140312194824,74.40623807907104
Huber,0.2015618645254117,"{'clf__alpha': 0.0001, 'clf__epsilon': 1.5}",1.8202409744262695,71.05447602272034
ElasticNet,0.20127173509813126,"{'clf__alpha': 0.01, 'clf__l1_ratio': 0.15}",0.337604284286499,68.21059370040894
Poisson,0.19503433110398194,"{'clf__alpha': 0.1, 'clf__max_iter': 100}",0.17774295806884766,69.83481287956238
Tweedie,0.21247601550622633,"{'clf__alpha': 0.1, 'clf__max_iter': 100}",0.20145416259765625,73.614750623703
RidgeRegressor,0.20108845210466655,{'clf__alpha': 10.0},0.15214157104492188,105.01535701751709
SGDRegressor,0.20146094312830734,"{'clf__alpha': 0.001, 'clf__loss': 'squared_error'}",0.13989639282226562,119.29238986968994
SVR,0.1222056432477463,"{'clf__C': 1, 'clf__kernel': 'rbf'}",5.980650424957275,38821.73066139221
LinearSVR,0.20547690630914817,{'clf__C': 0.1},11.350830554962158,61.0211968421936
DecisionTree,0.1513027882316002,{'clf__max_depth': 5},1.253594160079956,63.1769163608551
RandomForest,0.07525127050314191,"{'clf__max_depth': None, 'clf__n_estimators': 200}",29.17213201522827,2107.7330861091614
ExtraTrees,0.06274975652036646,"{'clf__max_depth': None, 'clf__n_estimators': 200}",11.215571403503418,2192.8233346939087
GradientBoosting,0.10857005857269214,"{'clf__learning_rate': 0.1, 'clf__n_estimators': 200}",26.82126522064209,311.14876222610474
AdaBoost,0.21397202306395827,{'clf__n_estimators': 50},4.755048751831055,968.3335082530975
XGBoost,0.06675499261331683,{'clf__n_estimators': 200},4.359456300735474,270.95936155319214
LightGBM,0.0711327520040175,"{'clf__max_depth': -1, 'clf__n_estimators': 200}",7.089670896530151,444.67474150657654
CatBoost,0.07748473174365228,"{'clf__depth': 6, 'clf__iterations': 500}",10.324625253677368,2159.439213514328
KNN,0.10007421919846629,{'clf__n_neighbors': 5},11.600801944732666,2119.7422018051147
BayesianRidge,0.2010695457983856,"{'clf__alpha_1': 1e-06, 'clf__alpha_2': 1e-05, 'clf__lambda_1': 1e-05, 'clf__lambda_2': 1e-06}",2.9924466609954834,66.08851981163025
MLP,0.1044524451520491,"{'clf__activation': 'relu', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (50, 50)}",13.047711610794067,183.0862579345703
LeastSquares,0.20111911480137265,{},2.4519360065460205,96.77257013320923
QP,0.1538836699139295,{},7.6155500411987305,820.7921097278595
SGP,0.15990595739723076,{'n_inducing': 50},1775.882610321045,4131.016095399857
