median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
0.0707845415335985,0.012426896349567462,0.0037800044499372645,-0.005323427108876996,0.0014301941356592227,-0.004851193671688559,-0.04751406971516556,0.03725410932375861
0.07041729775787968,-0.005714558175348395,-0.010828765140507296,0.009137822120576034,-0.0014101383010412093,0.009935734420082077,-0.047051972618569464,0.0371019821917976
0.05430787641348744,0.022404696338271517,0.0024011094910063504,-0.004420524137539535,0.001192475114982985,-0.00410600263149062,-0.04682088000226693,0.03740612041671709
0.029398451879028474,0.02240469633827171,0.0028544769987981673,-0.0037544481750774123,0.0011077706363514126,-0.0034923158925038696,-0.04682088000226671,0.037558247548678564
0.0016714290870339307,0.022404696338271586,0.002025260779883779,-0.003088372212615563,0.0010982072274734155,-0.002907852331564537,-0.04682088000226682,0.037558247548678404
0.004612476937232171,0.02240469633827152,0.0036883913266012027,-0.004080085312281002,0.0013058698202482759,-0.003872217207114665,-0.04682088000226668,0.03755824754867853
-0.0012156123255585155,0.022404696338271596,-0.0001076806557366158,5.180590819144938e-06,0.00037548675656699174,0.0008181028694251328,-0.046589875521973544,0.037558247548678425
-0.009534185649280526,0.022404696338271576,-0.00144429263466621,0.002935914825651975,0.0002894160766670536,0.0027614442095491385,-0.046589875521973564,0.037558247548678494
-0.025575708981924614,0.013333969075813535,-0.0001546617446268805,0.00261027768844836,0.00022247221452264144,0.0020016415803277765,-0.04658987552197349,0.03771037468063976
-0.0007202945639836825,0.022404696338271593,-0.0024896218624757445,0.0032319485867461847,-0.00024886722302523354,0.0037404206741228317,-0.04658987552197357,0.037558247548678446
-0.008251911684146018,0.022404696338271596,0.0006745544742873229,-0.0008089122521898915,0.0006268677899258683,-0.0008183951012054975,-0.046820880002266696,0.037710374680639765
-0.00721189779549513,0.022404696338271676,-0.002381565358028,0.003898024549208238,-0.00018465576341715993,0.004032652454592679,-0.046820880002266724,0.03771037468063975
-0.010228554658341847,0.02240469633827153,-4.322260177929728e-06,-0.00021684473000153307,0.00037002195149395036,0.00014596977434461113,-0.04682088000226678,0.03771037468063963
-0.016422349911366978,0.022404696338271718,0.004212230467728291,-0.0044057224494847315,0.001398771506489505,-0.004149837398560957,-0.0465898755219735,0.03771037468063972
-0.028101677994757594,0.022404696338271666,-0.00036137853574434286,0.0020330118543145275,0.0002142750069129189,0.0023669313059148907,-0.046820880002266876,0.0377103746806396
-0.024887509509366385,0.02059055088578013,0.003216231383253545,-0.0030439671484512954,0.0009178686600640352,-0.0028347943864468874,-0.04682088000226666,0.03771037468063974
-0.014857697327372292,0.0224046963382717,0.0012289313231930157,-0.002096659112949827,0.0007867133383115494,-0.0018558179218732878,-0.04682088000226677,0.03786238577359845
-0.02496157705761695,0.02240469633827166,0.0029625335032457773,-0.0028959502679041385,0.0009848125222085159,-0.002264942414530906,-0.04682088000226669,0.037862385773598545
-0.026953651230895125,0.02059055088578001,0.0005876394598401122,-0.0004980768030409593,0.0005175716884655507,-0.000569998087806208,-0.0465898755219735,0.037710374680639785
-0.017507110414499413,0.022404696338271714,0.0023165435310039265,-0.002821941827630564,0.0009274320689417635,-0.0026740669071885262,-0.04658987552197347,0.03786238577359852
-0.03672577213732303,0.011519823623321903,0.004083032473279885,-0.004509334265867676,0.0013113346253212461,-0.004266730110748829,-0.046820880002266765,0.037862385773598475
-0.03123715085979327,0.01333396907581334,0.0019970721265496327,-0.0018006253518557218,0.000600909965828839,-0.0013444123060513055,-0.04682088000226684,0.03786238577359835
-0.031059700347892787,0.02240469633827156,0.00012487573427042223,0.0007748683696641306,0.0004834166567590087,0.00029208566457949656,-0.046589875521973655,0.03786238577359839
-0.024029576044177214,0.022404696338271538,0.0018819684587683405,-0.002244675993496972,0.0007047412622163025,-0.0019434874560142514,-0.04658987552197359,0.03786238577359835
-0.017558033923310123,0.022404696338271725,0.0006228752765080094,-0.0007645071880256656,0.0004957124681735231,-0.0005261633207357466,-0.04658987552197352,0.03786238577359853
-0.020585492073678185,0.01242689634956757,0.00459042823329517,-0.005412237237205216,0.001437025142000498,-0.004953474794852978,-0.04682088000226688,0.03801451290555928
-0.019722926857470804,0.01968347815953416,0.003192740838808156,-0.0036212329825851177,0.0010408267742067845,-0.0032000841120343147,-0.04682088000226684,0.0380145129055593
-0.029778971526068836,0.022404696338271683,0.001388667025420176,-0.0010013341969011234,0.0003645571464210712,-0.0008914530463229337,-0.04682088000226669,0.03801451290555951
-0.03233425779375735,0.020590550885779855,0.0009564410076290473,4.958565498323301e-05,0.00032493730964151986,0.00021902771946202305,-0.04658987552197365,0.03801451290555935
-0.031638343641385944,0.022404696338271572,0.0041347116710591285,-0.004864574779180888,0.001330461443076675,-0.004427457590007322,-0.046589875521973634,0.038014512905559315
-0.027936572074232682,0.019683478159534154,0.0013463840454186705,-0.0006164903074788036,0.0006910792495336783,-0.0011690732377694886,-0.04658987552197368,0.0380145129055593
-0.027410391914491794,0.022404696338271506,0.0007896581420684329,-0.00011323291361857186,0.000274387862716133,-0.00024854312928959763,-0.04658987552197352,0.03801451290555934
-0.029950248822553385,0.018776405433288394,0.0013322897187516046,-0.00117895445355782,0.0004683884428082702,-0.0017973715657793885,-0.04658987552197359,0.037862385773598406
-0.03646036802139965,0.019683478159534105,0.0019594872554374605,-0.0018154270399103108,0.0008399951877735099,-0.0018850410999202462,-0.04635887104168018,0.037862385773598434
-0.015547441943241161,0.02149762361202568,-0.0004130577335237093,0.0012633240754695808,0.00015142974857324572,0.001139557827941804,-0.046358871041680336,0.037862385773598406
-0.03474604255541942,0.01968347815953424,0.002993071211024617,-0.003058768836505913,0.0010913762211323163,-0.0028347943864469056,-0.0463588710416801,0.037862385773598496
-0.040746954258005154,0.018776405433288415,0.0016235724698717216,-0.0008385156282994105,0.0005216702922702515,-0.0012275195938631876,-0.04635887104168015,0.03786238577359845
-0.03591567189432423,0.02240469633827177,0.0022977510954477302,-0.0014601865265971977,0.0006391636013401607,-0.0008037835121819997,-0.04635887104168011,0.03801451290555949
-0.003979211503313589,0.022404696338271593,0.0023940623276728305,-0.00234828780987986,0.0009287982702100104,-0.002177272880389998,-0.04635887104168021,0.037710374680639695
-0.01771542516402192,0.022404696338271433,0.00013427195204840196,0.003350362091183723,-1.1148202349041056e-05,0.003477412071699963,-0.04635887104168032,0.03771037468063957
-0.0253072182582937,0.02240469633827149,0.001935996710992192,-0.001030937573010684,0.0005776845442685705,-0.0009206762243701176,-0.04635887104168029,0.03771037468063957
-0.03784602495018352,0.021497623612025743,0.0036484574010444753,-0.0026295198829194093,0.0011637848883497412,-0.0030539682217993517,-0.046358871041680155,0.037710374680639716
-0.04186103569490621,0.019683478159534404,0.004172296542171494,-0.004242903880882922,0.0012389259581037544,-0.0039306635632085874,-0.04658987552197355,0.037710374680639744
0.0034937674282256373,0.022404696338271538,0.003615570638821111,-0.004242903880882968,0.0012320949517624132,-0.003799159261997223,-0.04658987552197354,0.03771037468063969
-0.011192959534344495,0.022404696338271694,0.0024574867976748273,-0.0026295198829193005,0.0009684181069894125,-0.0024256698937893152,-0.04635887104168014,0.037710374680639744
-0.016372971545866394,0.022404696338271565,0.0019571382009927795,-0.001016135884955918,0.0008891784334305675,-0.0011106268816753707,-0.04635887104168027,0.03771037468063965
-0.02641512647977924,0.02059055088578005,0.0032044861110308645,-0.00246670131431767,0.0010285309627925303,-0.0022503308255075105,-0.046358871041680225,0.03771037468063962
-0.03090848232259682,0.014241041802059387,0.0034816745354838453,-0.0026147181948646264,0.0011077706363513606,-0.002995521865705302,-0.0461277784253776,0.03786238577359853
-0.043009062458768454,0.011519823623321938,0.004381362387733443,-0.0043465156972658445,0.00129220780756572,-0.004354399644889793,-0.046127778425377644,0.037710374680639765
-0.030288177182873063,0.011519823623321959,0.0036249668565992823,-0.0016822118474178185,0.0009137700562592702,-0.0015489745523799324,-0.046127778425377644,0.037862385773598475
-0.04345346039044639,-0.005714558175348657,0.003742419578825037,-0.0005276801791505225,0.0008659530118702435,-0.0002923778963600651,-0.04612777842537773,0.037862385773598406
-0.03446212063270504,0.014241041802059415,0.0014591386587556598,-0.0004832751149862133,0.000420571398419476,-0.0007453371560880474,-0.046127778425377616,0.03786238577359852
-0.04053709988354155,0.012426896349567621,-0.0017191320046745819,0.0053929950427339364,-0.0008062773404730432,0.0038280902082637363,-0.046127778425377776,0.037862385773598344
-0.03842775485138409,0.022404696338271662,0.0020182136165503737,-0.00048327511498623497,0.0002825850703257705,-0.0008476182792525556,-0.04612777842537766,0.037862385773598455
-0.032837292074602224,0.022404696338271666,0.0030987786610275816,-0.003754448175077563,0.0009124038549909296,-0.0032877536461751854,-0.04612777842537778,0.03801451290555938
-0.03590024253469752,0.02240469633827151,0.0036273159110436623,-0.0036360346706399036,0.0010831790135226163,-0.003477704303480561,-0.04612777842537777,0.03801451290555932
-0.034443604665371066,0.02240469633827148,0.0029390429588005617,-0.002969958708177834,0.0010203337551829622,-0.002907852331564531,-0.04612777842537772,0.03801451290555939
-0.04506748858075625,0.022404696338271315,0.002349430293227023,-0.002274279369606507,0.0008755164207479441,-0.0031270261669168633,-0.04612777842537779,0.03801451290555928
-0.03889684012635532,0.022404696338271694,0.002589033846567783,-0.0021854692412779405,0.0004028107819322073,-0.0022503308255073964,-0.046127778425377616,0.03801451290555945
-0.01813667537734724,-0.022948939974019252,0.005476021758877766,-0.006596372281582076,0.001741688024821243,-0.005859393314309204,-0.046127778425377755,0.038166640037520586
-0.00532320658586663,0.022404696338271655,0.00321388232880899,-0.004109688688390421,0.001113235441424441,-0.003959886741255557,-0.0463588710416802,0.03816664003752064
0.03673101775170458,0.019683478159534154,0.005530050011101655,-0.006803595914347973,0.001752617634967312,-0.006356187341107785,-0.04612777842537768,0.03816664003752062
-0.04377287186370306,0.020590550885779917,0.004061890983279155,-0.004420524137539435,0.0013550530659052892,-0.004909640027782455,-0.04589677394508436,0.03816664003752054
-0.03929957621180221,0.022404696338271652,0.0029719297210238456,-0.003724844798967964,0.00115832008327679,-0.004369011233913259,-0.04589677394508427,0.03831876716948135
-0.01765370036769058,0.018776405433288346,0.003902155281052054,-0.004538937641977154,0.001334560046881492,-0.004748912548524067,-0.045896773945084325,0.03831876716948127
-0.03967453650679084,0.022404696338271475,0.003474627372150165,-0.004139292064500035,0.0010449253780115434,-0.003959886741255678,-0.045896773945084325,0.038318767169481224
-0.04524648239651024,0.018776405433288353,0.0024292981443406816,-0.001993047296566806,0.0007935443446528412,-0.0018412063328497566,-0.04589677394508426,0.03831876716948132
-0.01741298543451747,0.022404696338271708,0.003434693446593479,-0.003621232982585078,0.0011979399200561062,-0.004544350302195209,-0.04566568132878152,0.038166640037520655
-0.02910620141313721,0.022404696338271662,0.004503513218848362,-0.005619460869970969,0.0014957717965356169,-0.005494103588721901,-0.0458967739450842,0.03831876716948134
-0.042552320855444616,0.016962259980796486,-0.00073252913797803,0.002299442239299276,-0.0006204739679904368,0.0022354270047034676,-0.0458967739450844,0.03816664003752049
-0.030336010405063,-0.0011791945441193491,0.004043098547723156,-0.004982988283618423,0.00133456004688157,-0.004836582082664912,-0.045896773945084166,0.03816664003752069
-0.04643462862247764,0.016962259980796833,0.003650806455488994,-0.002836743515685403,0.0010749818059132494,-0.002644843729141664,-0.04589677394508431,0.03816664003752061
-0.03067393876538283,0.019683478159534338,0.0038645704099399955,-0.004213300504773455,0.001105038233814938,-0.004471292357077664,-0.04589677394508424,0.03816664003752072
-0.04996357912942856,0.016962259980796646,0.005818983707777161,-0.00717363811571573,0.0018455193212086477,-0.006589972765483548,-0.045896773945084214,0.038166640037520703
-0.01936339776156517,-0.006621630901594518,0.0038857118999404356,-0.004849773091126162,0.001473912576243395,-0.004748912548524038,-0.04589677394508437,0.038166640037520565
