model,accuracy,best_params,training_time,shap_time
LogisticRegression,0.9795918367346939,{'clf__C': 10},6.187219858169556,3.177927255630493
RidgeClassifier,0.8435374149659864,{'clf__alpha': 10.0},5.116278886795044,0.0941779613494873
SGDClassifier,0.9659863945578231,"{'clf__alpha': 0.001, 'clf__loss': 'hinge'}",0.045393943786621094,0.07407379150390625
SVC,0.9795918367346939,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.03804969787597656,0.1842045783996582
LinearSVC,0.9591836734693877,{'clf__C': 10},0.03296971321105957,0.06988811492919922
DecisionTree,0.9863945578231292,{'clf__max_depth': None},0.07778573036193848,0.09217214584350586
RandomForest,0.9931972789115646,"{'clf__max_depth': None, 'clf__n_estimators': 100}",0.679527759552002,1.3557438850402832
ExtraTrees,0.9863945578231292,"{'clf__max_depth': None, 'clf__n_estimators': 100}",0.5053534507751465,1.7486696243286133
GradientBoosting,0.9931972789115646,"{'clf__learning_rate': 0.05, 'clf__n_estimators': 100}",1.1755590438842773,0.672126293182373
AdaBoost,0.9931972789115646,{'clf__n_estimators': 50},0.28336215019226074,1.4610843658447266
XGBoost,0.9931972789115646,{'clf__n_estimators': 100},2.259140729904175,0.573512077331543
LightGBM,0.9863945578231292,"{'clf__max_depth': -1, 'clf__n_estimators': 100}",4.7806479930877686,0.6174256801605225
CatBoost,0.9863945578231292,"{'clf__depth': 6, 'clf__iterations': 200}",1.422363042831421,2.875232458114624
KNN,0.9659863945578231,{'clf__n_neighbors': 7},0.027596473693847656,7.446382284164429
GaussianNB,0.9659863945578231,{},0.023206472396850586,0.10684847831726074
MLP,0.9795918367346939,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,)}",1.3270559310913086,0.519721508026123
KPLS,0.9863945578231292,"{'corr': 'abs_exp', 'kpls_dim': 3, 'poly': 'constant'}",3.9946365356445312,2.1435751914978027
LeastSquares,0.9659863945578231,{},0.032578468322753906,0.06193256378173828
RBF,0.9523809523809523,"{'poly_degree': -1, 'reg': 1e-07}",0.11862683296203613,4.675371408462524
QP,0.9727891156462585,{},0.02179098129272461,0.11930489540100098
IDW,0.9863945578231292,{'p': 3},0.031065940856933594,5.410175800323486
SGP,0.9795918367346939,{'n_inducing': 50},2.6939125061035156,0.8762044906616211
