attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36
0.0,0.0006035733304750693,0.0,0.0002021869201415625,0.0009297100644695642,-0.006487888012932892,0.0,-0.004039402006711439,0.006660395881729407,-0.003424878057314081,0.0,0.0,-0.0005381592959210804,-0.005161893486749919,-0.022788510835677636,-0.02449552194374728,0.00419488677955529,-0.025289414096801188,0.0,-0.031180749368700782,0.01160447601603568,-0.00179935240293982,0.0,0.0,0.005316254069935665,-0.034159421985268175,-0.010437368409743972,-0.001745664554772805,0.015151515497617266,-0.004383197384754123,0.0,-0.0020625799322582564,0.004525235385773351,-0.0015598299922669246,0.0,0.0
0.0,0.0010124852733773375,0.0,0.00031994566032004607,0.0013019349892781178,-0.004711681900861728,0.0,-0.0030046600583563954,0.00685301222118985,-0.0026808109328041777,0.0,0.0001630020470473753,-0.0004945552821641793,-0.002550001697299011,5.985326395604081e-05,-0.01621619174518223,0.0027459584516180504,-0.024159875454221155,0.0,-0.006644542104878877,0.008552839816744174,-0.00161115605346047,0.0,0.0,0.0014043484803483348,-0.031851138074633766,-0.010881361008698562,-0.0016621145414999806,0.008594810645138331,-0.003965481965700286,0.0,-0.003264423389094648,0.00370495630760051,-0.0010742324440132234,0.0,1.813178337528587e-05
0.0,-0.00029584137240041647,0.0,0.0002287096839864907,0.0013733612925632087,-0.005839948007317196,0.0,-0.004963863157907843,0.008244367221563168,0.000743920244387746,0.0,0.0003081943805909315,-0.00014911636829603725,-0.003970549046691918,3.704813759221326e-05,-0.015255957069324777,0.002510797649940874,-0.023089991434127738,0.0,-0.012177108540479376,0.009805258714126705,-0.0013690179318652518,0.0,0.0,0.0008778233025105072,-0.028876755237235093,0.0006150806844153617,-0.001882034858565899,0.009095941380367975,-0.0044173474059845995,0.0,-0.003337084396173612,0.0041764224241416514,-0.0015170523651624839,0.0,4.76567756122435e-05
0.0,-0.00015669225555318042,0.0,0.000283213390532606,0.0017838712345994295,-0.005525687285709203,0.0,-0.0038609529819100866,0.009681433701345846,0.0007973975252840623,0.0,0.0003872200186090062,0.0,-0.003144794148405669,7.951575902289305e-05,-0.018854307127511183,0.0021242705682223187,-0.025547372505598576,0.0,-0.006734803703741937,0.01021240964348527,-0.0013175548250313057,0.0,0.0,0.0007176680306242716,-0.006864501827511489,0.00046489518938624036,-0.002181686369880568,0.014564285345691028,-0.0036661268283044632,0.0,-0.0026871156032765944,0.004824308262557179,-0.0006914828604272875,0.0,1.7545751130744008e-05
0.0,-0.0005298679350691735,0.0,0.00015674352774069922,0.003050330344529714,-0.005307663441775107,0.0,0.0014432645123597886,0.008941027462530685,-0.00394799303176586,0.0,0.00017614140292770974,-4.1759437810859334e-05,-0.0032126288728955336,8.689881945772582e-05,-0.015540526831598811,0.002545739509884006,-0.026226891789913276,0.0,-0.008347233758288006,0.010807251965532097,-0.0017297871105268526,0.0,0.0,0.0006727905482592084,-0.010468192656070565,0.0010820513122034258,-0.0018490972807349803,0.01423805453932763,-0.00341417132060876,0.0,-0.0017013195088137433,0.004797090771416236,-0.0009777027183807453,0.0,2.4070757127005646e-06
0.0,-2.1931261427276156e-05,0.0,0.00018380440674272783,0.0012255622293903395,-0.005402741572507488,0.0,-0.0032853282824243054,0.00624236072888711,-0.0023277739131611166,0.0,9.533670114658203e-05,-3.9362447849397575e-05,-0.0025079199599444776,2.3316860001977118e-05,-0.01642965255838712,0.0024214717499834912,-0.02138558854787316,0.0,-0.031092100956982224,0.00989780951199297,-0.0012211215472968707,0.0,0.0,0.0009805440106324902,-0.02035391099546371,9.812567211418359e-05,-0.001294905608586074,0.008826736198945037,-0.003831807955875441,0.0,-0.0021637732560137227,0.002297530125945737,-0.000975627044865493,0.0,0.0
0.0,0.00010880876770028025,0.0,0.0003194716452245376,0.00046863228141797814,-0.0048790412685100065,0.0,-0.003074145470292879,0.009594713126906471,0.0005255316768382386,0.0,0.0,-0.00037875375671782285,-0.0028687489167796474,6.736719647265632e-05,-0.019682177577241333,0.002597799148469008,-0.021996062927356206,0.0,-0.03352783288264493,0.007980240413829531,-0.00101974659576765,0.0,0.0,0.0013724091413584761,-0.019821061137357977,0.00016403588432804816,-0.0014325619710043175,0.011828457680581578,-0.005231654159160566,0.0,-0.003616214447229473,0.003851070446027426,-0.0013914840119666483,0.0,0.0
0.0,7.979869564356257e-05,0.0,0.0003357082761922305,0.0006730746211995736,-0.004659966525310501,0.0,-0.003105401184490574,0.008256268525939825,0.000546480262183402,0.0,0.0,-4.425562419744141e-05,-0.0027425163302238257,6.736719647265632e-05,-0.014905276031563766,0.002099078810126364,-0.02198721524059889,0.0,-0.03514214680352395,0.007851790503005098,-0.0014441974415694975,0.0,0.0,0.0012926974896657294,-0.022668517903821336,0.00018994374313652715,-0.0014352438724895232,0.011006829992925779,-0.003506205489168468,0.0,-0.0034379316271869512,0.0037921780106562053,-0.0011532897658774698,0.0,0.0
0.0,-0.0003643648091230985,0.0,0.00015610651344696858,0.0014120124247470843,-0.010372960686788862,0.0,0.0020448090649825557,0.010161967698649929,0.0011511363351717578,0.0,0.00024905284107454295,-0.00013298988569715453,-0.005036864135353235,4.132508906857143e-05,-0.004839157075624989,0.002801956472767611,-0.01350505396134416,0.0,-0.007469062499775807,0.009090294295935756,-0.0009312419451746415,0.0,0.0,0.000511841830629208,-0.01075605267263229,0.0006979695886110693,-0.0015151996205013073,0.012352270168638347,0.0009803599648723627,0.0,-0.004414867282883067,0.004092221766849494,-0.0006780165840790294,0.0,4.028238765151534e-05
0.0,-0.0005240827223841801,0.0,0.00019241095599208577,0.0030535935714732093,-0.008311034946335625,0.0,0.002113387578184305,0.008402788435516983,0.0011367316498846018,0.0,0.00014033017466012765,0.0,-0.004330200824014053,5.9250426396872946e-05,-0.004645400366182777,0.002072107265859468,-0.013024701400045307,0.0,-0.011374736491165535,0.007717754325935157,-0.0010022364002854657,0.0,0.0,0.0004647162896904376,-0.010169725551433917,0.0006047597932219798,-0.0014423013278021164,0.013072935329121233,0.001404563046061134,0.0,-0.0028833746061986917,0.0033453365926859047,-0.00031347042464494507,0.0,8.37490992824467e-06
0.0,-0.0002026195834000146,0.0,0.00036325302604153326,0.0019245862556593052,-0.005776336346558626,0.0,0.0019224395921954341,0.01030104473093047,0.0017571390739459004,0.0,0.00031343376583554033,0.0,-0.004731308707085939,4.0002221803558946e-05,-0.018950112400862928,0.003010120787747081,-0.013748888234565604,0.0,-0.009405932307444484,0.008681147367477174,-0.001042755668689448,0.0,0.0,0.0007338700997840258,-0.010824248421705499,0.0009232707383191827,-0.002531526659405444,0.013785895672289808,0.0021022734161387177,0.0,0.004690344889186011,0.003144641735246992,-0.0007497338986954214,0.0,3.777413993180193e-05
0.0,-0.0003361957508971151,0.0,0.00026434509818052304,0.0036903444667172464,0.006519301141482077,0.0,0.00612711519029438,0.016076720708247467,0.0039302993086579585,0.0,0.000358619974973486,-6.959906301807576e-06,0.0017864647833021746,2.609559917497728e-05,0.005286242658762032,0.002642690290827953,-0.0014648986667836112,0.0,0.07384698064176316,0.001606035786561072,-0.002484937023463682,0.0,0.0,0.0005349809691691567,0.0006305816946428991,0.002035467359412855,-0.0003652473825699147,0.02331782000439202,0.0005339858807082201,0.0,0.010608230155538967,0.003566640994472773,-0.00089184964279893,0.0,0.00011836635845659711
0.0,-0.00048297584127864984,0.0,0.0002458463263466243,0.0029185677948257945,0.00672187867077111,0.0,0.0035425246346881913,0.024689021656367386,0.000395275838179827,0.0,0.0015031423329238635,0.001037790079351314,0.005551062072934455,4.471994263428869e-05,0.04651658814982953,0.0031176590162993825,-0.004637082124753759,0.0,0.010742782172231425,1.8543925880405248e-05,-0.00378521125276729,0.0,0.0,0.0002570495151199559,-0.0029613152086915193,0.0014512685468564684,-0.001990356809836641,0.019295737287125424,0.0005698263675076402,0.0,0.006489738782494971,0.003660868171061834,-4.1901961619105386e-05,0.0,0.00011115716631002193
0.0,-0.001775510246227685,0.0,0.00022677308088803658,0.001847456892525014,0.002721317703973362,0.0,0.002259261548176706,0.0024016672328562444,0.0003301561626579269,0.0,0.0008549780417783093,0.0007719254500266753,0.0017495095445740488,2.83294379085595e-05,0.04203497515822598,0.005638676822866294,0.027417356454050534,0.0,0.057598198114193554,0.0015950761957595483,-0.0022002475064605656,0.0,0.0,0.0005367974892855204,0.01127217308165134,0.0013755509691779817,-0.0001990274734463606,0.014624687537732306,0.0008472647423698373,0.0,0.007262948704927774,0.0018851115934854085,-0.0002564302377881846,0.0,6.047329662386506e-05
0.0,-0.0008813379233887364,0.0,0.00015157305142550018,0.0014182877490164596,0.0038569314452363973,0.0,0.0029997543718241113,0.003853632126978368,0.00012927670492968632,0.0,0.001123688062654606,0.0010293115925069836,0.0020658529205575308,3.371763743650428e-05,0.04387568126203962,0.0046352225178292695,0.017700405790325526,0.0,0.05999918518509064,0.0012118017197518167,-0.0019448423028230234,0.0,0.0,0.00029809577880798394,0.014467731869803593,0.0009015025947243377,-0.0002429027191540173,0.013104949256716875,0.0009719535640426805,0.0,0.00816120567507217,0.0021737497878377373,-0.00018690173954906408,0.0,1.923812098468073e-06
