RIDGE,NUB,CRACK,WEIGHT
0.010163811662796687,0.006689621396311317,-0.00106105518823214,-0.023687390404790076
0.00403083776225982,0.0035190595716576532,-0.000779240914190106,0.002665498489126155
0.011067709017973604,-0.008780225224618275,0.00017113096589479668,-0.0181506648496865
-0.03136782918038618,-0.008258112354497402,0.0005403966734946336,-0.00869272100405145
-0.04673410255413982,-0.0044088922219856115,-5.230365059065781e-05,0.03549444966644755
-0.055352153347030794,-0.0033254562312189234,-0.002281757273332158,0.03543538293723471
0.01660697018506964,0.00812933826441609,-0.0013009763859114475,-0.012437424068830014
0.027032307176910603,0.00013416921223211725,0.00032975177660996,-0.0013825866608576237
-0.050804975924944984,0.007360467456511699,-0.0007032105381693451,0.044739795590163126
0.04441760796424386,0.005718066534030959,-0.0008482078522507111,-0.03060519638922327
-0.018115952333618,-0.00311260138880827,0.00014882369834611636,0.003330871012255411
0.021745810404001586,0.00763361110348857,0.0006837579392556317,-0.031209663745440232
0.0443289118406234,-0.0024290783937367597,-0.0009891307233907062,-0.03387919803033583
-0.10766341572181459,0.004343207944785665,0.0008377064855214882,0.07156890437166828
-0.021814603913863834,0.0017941113174935845,-0.001318627179390245,0.009515043226978836
-0.0045656810564920075,-0.0029544343886665006,2.8115831998014318e-05,-0.0017785924429869135
-0.012180371313930655,-0.0007375914698954204,-0.0018534984838235978,-0.010436709583239143
0.022955793730107907,0.013578063476134904,0.001221696853042721,-0.0011977992874111117
0.0006423729429198555,0.009594409705151748,-0.0011873320137843757,0.0056253145521973635
-0.03674302696644842,0.004281149971353745,0.0008123000278602993,0.039446234792077324
0.010646778924797054,0.006785877678038316,0.0006558187197660686,0.002909583286948056
-0.07602235467785554,0.005959665274567434,0.0024372232944065014,0.04688254925193783
-0.04669257086317875,0.0035892250056688488,-0.00020058884231472646,0.03585644051534886
-0.026251038309275124,0.0014217630705447917,-0.0014671797667469566,0.010954730091134186
-0.008274074113903546,0.018931270438430927,-0.00115396547966801,0.024777240109063372
-0.04681562084372069,0.003164252650263908,0.00040976222836544215,0.03457534041058128
0.058874342684439626,-0.0071503539819927076,0.0003252840369539628,-0.03290216839746799
0.035071004571588495,-0.004307771604488794,-0.00141215100769998,-0.025593182324377888
-0.03382317404662612,-0.012403029698303033,-0.00032438008495409495,0.010011946360641809
-0.04882901307083573,-0.004122334310721228,-0.0003685226949376695,0.026195553970526458
-0.015663686650611783,-0.0047567711287105005,-6.520349027177436e-05,0.009163395302541823
-0.053483344602576005,0.011100017394452703,0.0010855720817973605,0.03763007753273929
0.006883526838196374,0.002304726698652372,0.0012276748430804438,0.007498700103048192
0.0036627158448895025,0.00023587955268414978,0.001033658115707728,-0.00524289622267499
0.004794255175115211,-0.009840076865950908,0.0020961799079175884,0.0007801613465751173
0.02529782856499281,-0.0007987650346166324,-0.0017440071689726715,-0.004758634197592947
0.02520707883762846,0.0032089167837929707,-0.000989020603310766,-0.02146856323215025
