lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
4.0118835544988854e-05,-0.00041717814767610885,0.0034555119459804664,6.336545601627886e-05,0.00010395665395200037,0.0013660425038509755,7.613392372762817e-06,0.0005087438205915535,0.005436391688557582,0.00028866891335387057,-0.0033798392092278806,0.008523385015381668
5.8174117068654496e-05,-0.00048764742937808524,0.000424573060060382,4.296944650214462e-06,0.00016701948649398002,0.002504727534828646,6.692677140857084e-06,0.002514701319244428,-0.001417973116554294,0.00026867106689300037,0.0015370368119012184,-0.003522732306746779
-0.00016210031751779652,0.002225419916150309,-0.003980892583690596,-2.639551713788657e-05,-0.00014829467621629288,0.000606919187572072,5.771962457765123e-06,-0.004469497406089487,0.003518318729506109,0.00022467580849299117,0.0014401904184884017,-0.00046643158995408884
4.3729891849572655e-05,-0.0004876474293781602,-0.006437322238798615,-2.5237311032935694e-05,-0.00020165553452120843,0.0013850205697902018,3.3974412599058203e-07,-0.004977251072036606,0.0014577405045958559,0.00030866675981469914,0.0014578687283967134,-0.0061886021062257214
-8.987919142377509e-05,0.001450257817427758,-0.004364793611756526,-2.118358966445022e-05,-0.0005266716714687064,-0.0016704507612648745,-8.95947741133829e-06,0.00011658596549841139,0.009244335500214057,0.0002606719264014623,0.00138254375574256,-0.00549924908649384
4.372989184978637e-05,-0.00045241278852695686,0.0016943995375097414,4.6571467490824635e-05,0.00023493330615485252,0.002504727534828749,3.9305325427535506e-06,-0.00023967372874328098,-3.552036622830601e-05,0.0002846693431082847,-0.0001239556973468975,-0.005551152605200854
5.095200445908998e-05,-0.00048764742937812134,0.00453204559810969,8.537137201557466e-05,0.0004289727908995844,-0.0024295743037804156,-1.593757751286451e-06,0.001824766042354342,-0.001492687816330937,0.0003086667598149184,0.0014148258868801778,0.0077657977760219295
3.650777924057436e-05,-0.00031147422512305123,0.0026367020609445236,-1.597166219093893e-05,7.485073124045006e-05,0.0025047275348287793,9.4548222878299e-06,-0.007989243640902996,0.012389650707937077,0.0002326749394490263,-0.00030919364030325137,-0.0051098388379876404
-0.0005123727790736915,0.0009217382046624867,-0.0003217520154806891,-5.0138742295083304e-05,-0.0006139894396040041,0.00136604250385102,7.613392372796124e-06,-0.0005535648830540807,0.0022157902652606837,0.0002726706371387083,0.0012249762109040967,-0.004566257402709778
5.817411706869058e-05,-0.0004876474293781019,-0.0026815352579285744,-3.392385682184085e-05,-0.00016769862469072916,0.0013660425038510226,-2.514472983033977e-06,-0.0030250941532736194,0.00044035446032837655,0.0003086667598149323,0.0011919254575965877,-0.003719554063854985
2.9285666631098662e-05,-0.0003819435068248472,0.0018715846273863828,6.16281468586749e-05,0.00017187047361279795,0.0009864807325934033,6.6926771410541486e-06,-0.0008746418910536791,6.629737115488033e-05,0.00030866675981505997,0.0011642550594785945,-0.0044983912931431365
2.20635540215397e-05,-0.0004171781476763309,0.0017078226503790483,7.900123843664064e-05,9.910566683326017e-05,0.002504727534828466,1.0375537382484313e-05,0.0020014882709492978,-0.0003265977579446799,0.0003086667598148574,0.0011519571047594406,-0.004586319401075037
5.456306076395967e-05,-0.00045241278852697073,-0.008265550211616549,-0.00011210276892408,-0.0006722012850273185,0.0028842892212476794,1.1296252408612984e-05,0.0028335230268440536,0.0010222894299926565,0.0002786699901235701,0.0015201271241624154,-0.005478584726209249
4.01188355451082e-05,-0.00041717814767597007,0.0007601508817964813,5.294160106946444e-05,0.00011365862818925599,0.002125165820130159,9.454822287810472e-06,0.002583433543163147,-0.0010581819409302084,0.00030866675981497393,0.0007138424678916816,-0.0038690736780282037
-0.0005593165110347132,0.0034938669867868614,0.002405824519590161,2.3986448438956254e-05,6.936911579430438e-06,0.0021251658201301344,-3.389152508440074e-06,-0.0008842541368971057,-0.0001098613825993272,-0.014549733160676976,0.0015662444543589754,-0.022462379826190485
-0.00023432144361184293,0.0010626767680665867,-5.060513551785884e-05,3.2672994228163944e-05,-0.0009098996538399573,0.0021251658201298733,9.45482228780492e-06,0.0016623999673407136,-0.0007315167001590933,0.00026467149664712307,0.0012626386972314052,-0.0003747387200270347
-7.182390990051468e-05,0.0012388499723215596,-0.006292352619808578,-0.0002667232839708961,-0.0015599319277351837,-0.0016704507612649577,8.534107330368524e-06,-0.0008927309556423319,0.002450111742053901,0.00030066762170734285,0.001416363131219797,-0.0044948273184542645
1.48414414122916e-05,-6.483173916584095e-05,-0.0014385550062181091,-0.00014279523071243083,-0.0003859930450288124,0.002125165820130123,3.009817310770102e-06,-0.006958135851758446,0.010481095685044187,0.0002646714966472258,0.0014678608166063146,-0.0049974481432247
-2.488017793950137e-05,0.0006398610778543728,0.0051119240740696015,9.926984527817151e-05,0.0005259925332721099,-0.0005317658999646951,3.0098173107812044e-06,0.0017589890396498748,-0.0016206414107411721,0.00030466718956899673,-0.0012323088664055986,0.007978665785367286
-0.00018015559904135947,0.002683470247213346,0.001270229170835191,4.715057054338057e-05,0.0003610589712389034,0.0009864807325933062,2.0891020787672244e-06,0.0025581119634980774,-0.0018703498513010814,0.0003026674068301566,0.0011035339080528255,-0.005391225515645623
7.619328802893622e-06,-0.00031147422512311227,0.0014178834123990541,-7.561927660967028e-05,-0.0003568871223170178,0.001366042503851156,7.6133923729071465e-06,0.0017659415864005907,-0.0003284441935966304,0.000288668913354112,0.0015508720109602358,0.003090883653157686
4.734094815469492e-05,-0.0004876474293780186,0.0009507590845425878,1.9805324399019274e-06,-0.00031322823824938005,-0.0012908894424800532,8.534107330318563e-06,0.0011401812712410475,-0.0013123965637364342,0.000302667406830362,0.0007714891306374788,-0.004840867508776117
2.5674610326328896e-05,-0.0003467088659741435,-0.003787599758370791,2.4322328203985054e-07,-0.0001579966504535818,0.0009864807325932646,7.613392372637917e-06,0.00010843577646595104,7.722211542905977e-05,0.0002886689133537873,0.0005255300362554588,-0.003885722292184632
2.2063554021722886e-05,-0.0002762395842718729,-0.005884289988577438,1.587900570258205e-05,-0.00014344368909766368,-0.003928842870398944,-1.0754871070853268e-05,0.0018532450425795572,-0.0009590019687643087,0.0002406740799405782,0.0009528839627443025,0.0032555125121382783
4.3729891849936256e-05,-0.00034670886597404084,0.0020272927366719986,8.363406285773756e-05,0.00016216849937550904,0.0028842892212477766,1.129625240864074e-05,0.002531095020084237,-0.001728767803268666,0.00029866783658468176,0.001396378954801683,-0.005453452848356818
3.289672293568524e-05,-0.0003819435068249888,-0.00434600125373954,-0.00028351727249655847,-0.0005266716714687869,0.0013660425038509339,8.534107330299135e-06,-0.004029247214187781,0.0012799331475809306,0.0001966788215406301,0.0015147467689727578,-0.0007901509247133481
5.4563060763820895e-05,-0.00048764742937815463,0.005009908416261868,9.52161239098831e-05,0.00047748266208565984,-0.0005317658999646202,3.009817310686835e-06,0.0021661252001593133,-0.0007515637158096944,0.0003086667598149517,-0.003353706055449687,0.00852485745562866
4.372989184972253e-05,-0.00048764742937812964,-0.002622473561302971,-0.00010573263534555954,-0.00040539699350330695,-0.00053176589996487,8.534107330196439e-06,0.001105745167200503,-0.00043041580061780325,0.00023267493944874874,-7.706974498050134e-05,0.0035572456368454684
6.178517337345202e-05,-0.00048764742937811576,0.00514145492238253,8.710868117347004e-05,0.00043867476513703154,0.0028842892212476573,1.1296252408710129e-05,0.0031597483412743573,-0.0020109867001306125,0.000268671066893067,0.0011558002156091874,0.006172165657322748
5.817411706881548e-05,-0.0004876474293779132,-0.0007324992692854887,8.2232633477064e-07,-0.0002889733026562813,0.0028842892212476794,1.1296252408604656e-05,-0.001467117083066191,-0.0009020702028266602,0.00027267063713896645,0.0014325041967890833,0.006242524875943967
5.8174117068518497e-05,-0.0004524127885274759,0.0036514893938741134,7.089379570011655e-05,0.0003562079841200966,0.0021251658201300178,9.4548222875801e-06,0.0017580558118980543,-0.0020734577730243038,0.000284669343108121,-0.0007649865870799077,0.006109821198682206
4.011883554521367e-05,-0.0003114742251229735,0.0012433829450964606,4.8887879701189906e-05,0.00015731751225696867,0.0021251658201302203,8.534107330387952e-06,0.0013355058396886388,-0.0011404362529527728,0.0002846693431081987,0.0014540256175474165,-0.006023889585867309
5.095200445926762e-05,-0.00041717814767628926,0.0016460763311797466,4.715057054341387e-05,6.514875700300571e-05,0.0021251658201301175,7.613392372876615e-06,0.0021227612172933785,-0.00011210348303410389,0.00026467149664730907,0.001258026964211781,-0.0046742642412826605
