Scorer_1,Scorer_2,Subject
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.30056790438235714,0.2802364229840411,-0.001031455169262084
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
-0.22424328425876103,0.07906218058356292,-0.003521592012408903
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
0.08928641570200854,-0.23317705986053622,-0.001017556279912242
-0.07116570035580783,-0.0699922296777125,-0.0008866739203889072
