model,accuracy,best_params,training_time,shap_time
LogisticRegression,0.825376652659629,{'clf__C': 0.1},19.923863410949707,0.03202962875366211
RidgeClassifier,0.8101875576509173,{'clf__alpha': 0.1},8.399576663970947,0.0027055740356445312
SGDClassifier,0.8227528953571794,"{'clf__alpha': 0.001, 'clf__loss': 'log_loss'}",9.10489296913147,0.004962921142578125
SVC,0.8135902429025316,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",2151.78279709816,0.13033127784729004
LinearSVC,0.8242082607358819,{'clf__C': 1},5.334455251693726,0.03828120231628418
DecisionTree,0.849646407707287,{'clf__max_depth': 5},3.8774309158325195,1.2725245952606201
RandomForest,0.866700830173209,"{'clf__max_depth': 10, 'clf__n_estimators': 100}",24.443934679031372,482.2435166835785
GradientBoosting,0.8749820641590653,"{'clf__learning_rate': 0.1, 'clf__n_estimators': 200}",65.0318660736084,63.324607372283936
AdaBoost,0.8540125038433944,{'clf__n_estimators': 100},7.322951316833496,7970.847615003586
XGBoost,0.8928154145741519,{'clf__n_estimators': 100},81.41222834587097,48.258960247039795
LightGBM,0.8848006559393257,"{'clf__max_depth': 5, 'clf__n_estimators': 200}",1271.740219116211,97.62182235717773
CatBoost,0.890437634518807,"{'clf__depth': 6, 'clf__iterations': 500}",40.50170969963074,376.1503040790558
GaussianNB,0.801537357794404,{},1.754577398300171,149.23834872245789
MLP,0.8591575279286666,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,)}",128.23364734649658,297.3778500556946
