cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
-4.999999888241291e-05,0.014914999646134675,0.00019333330186782405,0.0,0.036206665837671605,0.0,-0.013649999672779814,0.00590999974985607,-0.002883333251811564,0.0,-0.004651666572317481,0.0025416666269302366,0.00029999999329447744,0.005199999874457717,0.0007999999960884451,0.0,0.0,0.0,0.006724999917205423,-0.01859999955398962,0.009826666442677379,0.018216666334774347
0.0013833332993090153,-0.006433333198074252,-0.0005949999531731009,0.0,-0.22931999496620847,0.0,-0.015718332968535833,-0.004865000042482279,-0.002628333300817758,0.0,0.03412166593363509,0.0015250000054948033,0.0005166666384320706,-0.0038333332422189415,0.0005483332567382603,0.0,0.0,0.0,0.01385999980091583,-0.02007833308132831,-0.04508833241765387,-0.022394999653915875
-4.6666665584780274e-05,-0.004688333186786622,-0.00150833330466412,0.0,0.035691665891790764,0.0,0.13487166334933134,0.016206666188081725,-0.008024999828194268,0.0,0.009964999546064064,-0.04886499983258545,0.0009666666470002382,-0.002936666589230299,0.002041666604927741,0.0,0.0,0.0,-0.0029666666849516334,-0.012646666542859748,-0.032038332879310474,-0.015021666464745067
4.999999888241291e-05,0.004629999923054129,0.00027499999501742425,0.0,-0.03771666581160389,0.0,0.014901666364166885,3.166665090247989e-05,0.013069999716244639,0.0,0.004249999902676791,-0.0022916665952652693,-0.0006833333196118473,-0.006299999986076728,-0.001404999975929968,0.0,0.0,0.0,0.01481166627141647,0.016454999676789157,-0.006208333283429965,0.015129999695927836
-4.999999888241291e-05,0.0149466663133353,0.0017583333374932408,0.0,0.036004999179858714,0.0,-0.013658333010971547,0.0038716665602987633,-0.002883333251811564,0.0,-0.004653333239257335,0.002533333292230964,0.00029999999329447744,-0.002249999945051968,0.0007999999960884451,0.0,0.0,0.0,0.006724999917205423,-0.020133332905825228,0.009854999780654907,0.017833333029411733
0.00029999999329447744,0.006476666546659544,0.004181666544754989,0.0,0.09348499792045914,0.0,0.011974999769590796,-0.005044999786186963,0.003504999984288588,0.0,0.0015566664381185546,-0.0013999999256338923,-0.0006499999645166099,0.0017249999905470759,-0.00161999995354563,0.0,0.0,0.0,0.001533333306433633,0.015883332991506904,-0.018714999675867146,0.005808333188761026
0.0002749999891966581,0.003003333332017064,-0.00465333328495035,0.0,0.0778766647609882,0.0,0.011119999784277752,0.010381666439352557,0.0013483333677868359,0.0,0.0009466666274238378,-0.0027583332301583142,-0.000933333303546533,0.00012166669592261314,-0.002124999922234565,0.0,0.0,0.0,-0.0004633335035759956,-0.0433133323880611,-0.016409999792813323,0.004583333273185417
0.00016666666604578495,-0.003546666584443301,-0.0009599999786587432,0.0,0.03890166581782978,0.0,-0.012193333024624735,0.028751666036550886,0.03757666569144931,0.0,-0.0035566665697842836,0.003566666580736637,0.0007749999454244971,-0.0007499999832361936,0.0022083333088085055,0.0,0.0,0.0,-0.004410000061616301,0.0712699984293431,-0.04569666555209551,0.008896666504442692
4.999999888241291e-05,-0.0074244046601234,0.0014913094085932243,0.0,-0.03809940390638076,0.0,0.015033333034953102,-0.0014053570792020764,0.010518333113286643,0.0,0.0043489285041869155,-0.002483333246782422,-0.0006833333196118473,-0.005370357191422954,-0.001313333289581351,0.0,0.0,0.0,0.015847975785145536,0.01993833291053306,-0.006212023759580916,0.014763333076261915
4.999999888241291e-05,-0.008056666506454348,0.0003383333300007507,0.0,-0.03768333247920964,0.0,0.014656666375813074,-0.0014349999881233088,0.011929999761050566,0.0,0.0025799999872106127,-0.00288333326112479,-0.0009499999834224581,0.002186666621128097,0.007321666463394649,0.0,0.0,0.0,0.023276666256133467,0.019053332929615863,-0.008413333196949679,0.01702833296440076
-4.999999888241291e-05,0.01781333290738985,0.0013416666781995445,0.0,0.0356216658570338,0.0,-0.013974999671336263,0.0010216665937332436,-0.007549999859184027,0.0,-0.005169999862555414,0.002533333292230964,0.00029999999329447744,-0.0022833332791924476,0.00036666669650003313,0.0,0.0,0.0,0.005208333164919168,-0.020133332905825228,0.010788333101663739,0.01516666642157361
0.0002749999891966581,0.003436666636262089,0.0040933332094573414,0.0,-0.03442166578723118,0.0,0.01036666646017693,0.022734999408130535,0.003643333294603508,0.0,0.0026883333560545,-0.003766666555311531,-0.000933333303546533,0.00012500003096647562,-0.0024083332414738833,0.0,0.0,0.0,-0.0013033335632644594,-0.028554999405751003,-0.016519999780575743,-0.0004550000699236989
0.0002749999891966581,0.0035249999724328517,-0.0046199999554664825,0.0,-0.03752666570013389,0.0,0.010386666461126879,0.00851999967941083,0.0013483333677868359,0.0,0.00208000001613982,-0.0034749998932238667,-0.000933333303546533,0.00012166669592261314,-0.0022583332541398706,0.0,0.0,0.0,-0.002391666731564328,-0.03792999919445719,-0.01627166644553654,-0.0018499998946208507
0.0002749999891966581,0.0033583333250135185,-0.003813333296275232,0.0,-0.03213166580128018,0.0,0.010063333172583953,0.03141999928688165,-0.028579999234352726,0.0,0.0026433333533350378,-0.0038666665507480504,-0.000933333303546533,-5.8333304477855565e-05,0.033164999195141716,0.0,0.0,0.0,-0.0034516666631679983,-0.03349999926635064,-0.015789999793632888,0.00019999998388811946
-4.999999888241291e-05,0.0149466663133353,0.0017583333374932408,0.0,0.036004999179858714,0.0,-0.013658333010971547,0.0038716665602987633,-0.002883333251811564,0.0,-0.004653333239257335,0.002533333292230964,0.00029999999329447744,-0.002249999945051968,0.0007999999960884451,0.0,0.0,0.0,0.006724999917205423,-0.020133332905825228,0.009854999780654907,0.017833333029411733
0.0002749999891966581,0.002909999992698431,0.0036333332271897235,0.0,0.06740499835461378,0.0,0.011099999783327803,0.022398332844604737,0.003643333294603508,0.0,0.0015549999673385173,-0.0032166665536351503,-0.000933333303546533,0.00012500003096647562,-0.0023083332437090574,0.0,0.0,0.0,0.0006199996685609221,-0.03393833260633983,-0.016663333130418324,-0.007604999919421971
