is_converged?,n_adj
false,9.12136752136752
false,10.148249898249897
false,9.716237466237468
false,8.67140452140452
false,8.202805527805525
false,9.30459447959448
false,8.681471306471305
false,8.87826617826618
false,10.790617715617715
false,10.029344729344729
false,8.774979649979647
false,7.768925518925519
false,7.79986864986865
false,9.780840455840455
false,9.79020794020794
false,8.983627483627485
false,8.758209383209381
false,9.662505087505087
false,8.760031635031636
false,9.846306471306471
false,9.927967402967402
false,9.45892348392348
false,9.700834350834347
false,8.480717430717428
false,10.225661375661373
false,8.923697598697599
false,10.347007622007622
false,9.080442705442703
false,8.341678691678693
false,8.255430680430681
false,9.448565323565324
false,8.185002035002036
false,8.59542032042032
false,8.362813112813114
false,9.263593813593811
false,8.737459762459762
false,9.70825193325193
false,7.933374958374959
false,9.454568579568578
false,9.256670181670179
false,9.405738705738708
false,9.774257224257225
false,10.10442612942613
false,9.459065934065933
false,7.973382173382173
false,8.869810744810742
false,8.3519943019943
false,8.546493321493323
false,9.44638047138047
false,9.2993450993451
false,10.551460576460578
false,9.135028860028859
false,8.395722795722797
false,7.742501017501015
false,9.177197802197803
false,10.025483775483773
false,9.263339438339443
false,10.167032967032966
false,9.252733377733374
false,9.68607781107781
false,9.325735375735375
false,9.030907055907056
false,8.894806119806118
false,8.579390054390052
false,7.934609834609836
false,8.692956117956118
false,9.449297924297925
false,9.634096459096458
false,9.577676027676027
false,9.378927553927555
false,8.834713434713434
false,9.023767898767899
false,9.155677655677655
false,10.390319865319864
false,8.68050098050098
false,8.958739408739408
false,8.582722832722832
false,8.518019943019944
false,8.741008991008991
false,8.654853479853479
false,9.708272283272283
false,9.148257298257295
false,8.912789987789989
false,9.434238909238905
false,9.124246124246126
false,9.239115514115515
false,10.005168905168901
false,9.874538424538425
false,8.205929255929254
false,10.428561253561254
false,9.199755799755795
false,8.242395567395565
false,9.796813371813371
false,8.706054131054131
false,8.302122877122876
false,9.32952232952233
false,9.623672623672624
false,10.019271469271468
false,9.279529729529727
false,9.222344322344322
false,8.690118215118215
false,8.352004477004476
false,9.69867632367632
false,9.39143264143264
false,9.010589410589413
false,7.896973396973398
false,9.271469271469272
false,9.150305250305252
false,9.178479853479855
false,9.822553372553374
false,8.548960298960298
false,9.721488696488697
false,8.86866836866837
false,9.88380045880046
false,8.951032301032301
false,9.474796499796497
false,8.474195249195251
false,9.16109076109076
false,8.584086284086283
false,8.789067414067413
false,8.480169830169828
false,9.653638028638026
false,10.942062567062566
false,10.217541717541717
false,10.490262515262515
false,8.763593813593815
false,9.140668590668591
false,9.550010175010174
false,8.411297036297036
false,9.600188700188697
false,8.171712546712543
false,9.58576516076516
false,9.002254227254225
false,8.550891700891698
false,8.339615939615939
false,8.794606319606318
false,8.959410959410958
false,8.706113331113333
false,9.216910866910865
false,9.298443223443224
false,8.80432067932068
false,7.923869648869648
false,8.55700688200688
false,8.190389240389237
false,8.713526288526287
false,9.291357716357716
false,9.478378103378104
