is_converged?,n_adj
false,4.384769484941207
false,4.394438779131447
false,4.4865719998103435
false,4.389647474777983
false,4.471819040620564
false,4.425477142286917
false,4.449184526554051
false,4.4324634805060725
false,4.522681974999986
false,4.516728730671058
false,4.450688860132562
false,4.422617261782803
false,4.357331953760543
false,4.3948448853497055
false,4.47775547864835
false,4.464337545467369
false,4.44953606565902
false,4.4688992212000604
false,4.337747314498703
false,4.440010348320799
false,4.432010747189334
false,4.557509207062791
false,4.508072776582399
false,4.537923134557764
false,4.4957742406403245
false,4.441948196034743
false,4.407568025304993
false,4.385896444825031
false,4.499598169687477
false,4.4708194278249405
false,4.524964468147862
false,4.361293813405781
false,4.472031160612915
false,4.459817256537746
false,4.421700483582373
false,4.523518068470004
false,4.435219551891958
false,4.4639213465106495
false,4.585791124321364
false,4.549005334942844
false,4.499632485569998
false,4.622675784609175
false,4.5148290201861805
false,4.450272691670372
false,4.497386666866424
false,4.413532994783009
false,4.351061636775936
false,4.383305954957765
false,4.504347758468652
false,4.415931014574579
false,4.518184320639687
false,4.383948739752331
false,4.468326449001258
false,4.439123624391497
false,4.48882040006698
false,4.397750631541859
false,4.395459723807947
false,4.500179420320227
false,4.415897537291784
false,4.454205051663864
false,4.485116320264003
false,4.432084307633774
false,4.478743038478625
false,4.479581720172393
false,4.547054999716418
false,4.515845587943816
false,4.548742971390652
false,4.455936691513628
false,4.532125946016757
false,4.4552781257966885
false,4.470202239381513
false,4.379877804963665
false,4.572598076907842
false,4.4315561632354346
false,4.413520798874522
false,4.601258661972966
false,4.426498997034727
false,4.518208548548532
false,4.474876531435622
false,4.440382558909367
false,4.385962021418768
false,4.5081857588382475
false,4.487475055469578
false,4.494807796370307
false,4.440514567849743
false,4.412453293806328
false,4.336803895509267
false,4.489898012167938
false,4.488382225985263
false,4.5179655957214475
false,4.41405410066126
false,4.486298225583972
false,4.496368085516455
false,4.392780035517006
false,4.4823675027658725
false,4.423051351502595
false,4.531310428734885
false,4.5308181649699755
false,4.324247800810313
false,4.498837384379984
false,4.533647996920672
false,4.528492266661928
false,4.4383978849295
false,4.477132635374404
false,4.428095364075809
false,4.462201969276161
false,4.475722388874884
false,4.4801135334445865
false,4.463576230317315
false,4.477826488987215
false,4.556940455377967
false,4.560569310878395
false,4.4317838335352215
false,4.559391600463043
false,4.409805767721304
false,4.560455364232855
false,4.457650852276549
false,4.433430325016871
false,4.47280611253827
false,4.52330940198387
false,4.444849840711807
false,4.439387585095022
false,4.3413520926570515
false,4.527755939878214
false,4.457422880843224
false,4.4895162606014365
false,4.392399930655442
false,4.353694889512207
false,4.388773051582136
false,4.540883216295317
false,4.359189619903929
false,4.47965402462314
false,4.522040878840348
false,4.49162342732056
false,4.42134385951352
false,4.512830859997771
false,4.4592836726765395
false,4.512251288470404
false,4.4585354873301535
false,4.425034043337628
false,4.494449537031971
false,4.490418876948769
false,4.4686085225062016
false,4.486057534117312
false,4.522225258334478
false,4.443818978640421
false,4.444945604990266
false,4.34529943309134
false,4.408489549217583
false,4.5423503417751485
false,4.4732273678702335
false,4.404945449468129
false,4.444347517561818
false,4.45260460883746
false,4.43941172723798
false,4.465978837630638
false,4.489856324231338
false,4.426649954517416
false,4.3809548090798325
false,4.450848428509849
false,4.521750694741788
false,4.616178685478154
false,4.306398050972241
false,4.324615038883602
false,4.5429274308567065
false,4.385792999735329
false,4.480681099654335
false,4.4708322927073105
false,4.448081159911533
false,4.519381802949816
false,4.386381466137668
false,4.445226299570412
false,4.39956126367529
false,4.4370816187780635
false,4.520657587604717
false,4.5413795644221615
false,4.409114147833258
false,4.471272124929424
false,4.507213882729007
false,4.537381244747326
false,4.445529865052549
false,4.442712025078111
false,4.49332440491439
false,4.385770302271012
false,4.488042164261276
false,4.474789141719107
false,4.437805421837031
false,4.446882869496218
false,4.438386167404043
false,4.396811495128821
false,4.513412051547381
false,4.427708774360576
false,4.476813801659287
false,4.371545441737763
false,4.442849447751599
false,4.597275562883404
false,4.519275314124239
false,4.39357601533084
false,4.378260079358994
false,4.394144050394068
false,4.544296909973435
false,4.47199302719565
false,4.42245361285541
false,4.4909773986697274
false,4.460608437273984
false,4.400988539467255
false,4.443882778927441
false,4.427285056594827
false,4.536377709592013
false,4.380454020186185
false,4.50306697080393
false,4.411256078323396
false,4.459495291414947
false,4.5044353711764655
false,4.519096850570077
false,4.466956682092343
false,4.4718435810984065
false,4.463484049146849
false,4.548410195954851
false,4.4612537016555
false,4.485679499072371
false,4.57848433045893
false,4.43580020978718
false,4.43937314974404
false,4.497429558384245
false,4.467812357819245
false,4.391469553797862
false,4.4079537716557144
false,4.509244872191317
false,4.5652910066886845
false,4.452758449959716
false,4.378672590382777
false,4.489547788139833
false,4.503459793792914
false,4.425064642698588
false,4.445072580426304
false,4.422377429880874
false,4.4252547208591215
false,4.459360278762775
false,4.477473061126926
false,4.453431897010204
false,4.413158485668804
false,4.488940420842912
false,4.49292309872668
false,4.501029327815059
false,4.366829038635376
false,4.475631621888503
