model,accuracy,best_params,training_time,shap_time
LogisticRegression,0.8368794326241135,{'clf__C': 10},1.4939720630645752,0.0009849071502685547
RidgeClassifier,0.7789598108747045,{'clf__alpha': 0.1},0.9264745712280273,0.0009999275207519531
SGDClassifier,0.7742316784869976,"{'clf__alpha': 0.001, 'clf__loss': 'log_loss'}",0.9573020935058594,0.0008654594421386719
SVC,0.8333333333333334,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.23422789573669434,0.0013899803161621094
LinearSVC,0.8144208037825059,{'clf__C': 10},0.05142402648925781,0.0006775856018066406
DecisionTree,0.9030732860520094,{'clf__max_depth': None},0.08668136596679688,0.034355878829956055
RandomForest,0.925531914893617,"{'clf__max_depth': 10, 'clf__n_estimators': 100}",1.1133534908294678,7.740201711654663
ExtraTrees,0.9219858156028369,"{'clf__max_depth': None, 'clf__n_estimators': 200}",1.2232658863067627,30.41640305519104
GradientBoosting,0.9267139479905437,"{'clf__learning_rate': 0.1, 'clf__n_estimators': 100}",4.517014265060425,39.39527177810669
AdaBoost,0.6690307328605201,{'clf__n_estimators': 100},0.8541090488433838,134.5787115097046
XGBoost,0.9314420803782506,{'clf__n_estimators': 200},746.3897747993469,24.010868072509766
LightGBM,0.9267139479905437,"{'clf__max_depth': 10, 'clf__n_estimators': 200}",2979.1359782218933,62.25837850570679
KNN,0.7966903073286052,{'clf__n_neighbors': 3},1.9048986434936523,37.005884885787964
GaussianNB,0.47635933806146574,{},0.7495973110198975,5.820617914199829
MLP,0.9432624113475178,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50, 50)}",8.179479360580444,45.90638542175293
