COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR AXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,GYRATIONRADIUS,MAJORSKEWNESS,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,HOLLOWS RATIO
0.03625000000000002,0.049999999999999975,0.33625000000000005,-0.56125,0.013749999999999984,0.007499999999999993,-0.2325,-0.08124999999999998,-0.03499999999999999,0.04250000000000002,-0.16874999999999993,-0.18375000000000002,-0.03749999999999995,-0.03749999999999995,0.02124999999999993,0.33624999999999994,-0.11374999999999998,-0.022500000000000006
0.0725,-0.03749999999999999,0.3375,-0.24249999999999997,0.04125000000000001,0.028749999999999956,-0.10624999999999998,-0.12625,-0.07249999999999997,0.16625,-0.20750000000000002,-0.19,-0.435,-0.059999999999999984,-0.15375,0.52625,-0.23375,0.06250000000000006
-0.07124999999999998,-0.10874999999999999,0.27625,-0.12375000000000003,0.003750000000000024,0.024999999999999988,-0.08749999999999997,-0.2425,-0.04749999999999999,0.0975,-0.19625000000000004,-0.19124999999999998,-0.14875,-0.06,-0.43625,-0.17125,-0.155,0.007500000000000014
0.22375000000000003,-0.012499999999999983,0.18374999999999994,-0.29000000000000004,-0.01625,0.007500000000000007,-0.030000000000000054,0.11624999999999999,0.055000000000000104,-0.20750000000000002,-0.04624999999999996,0.0825,0.8125,-0.04499999999999993,0.4475,0.39125000000000004,-0.45625000000000004,0.15374999999999994
0.10125,0.012499999999999997,0.34375000000000006,-0.10249999999999997,-0.016249999999999987,0.051250000000000004,-0.1725,-0.32125000000000004,-0.19624999999999995,0.31875000000000003,-0.20375,-0.23875000000000002,-0.54,-2.7755575615628914e-17,-0.19999999999999998,0.47250000000000003,0.04124999999999998,0.01999999999999999
-0.004999999999999956,-0.03875000000000002,0.405,-0.13499999999999995,0.01625,0.05000000000000002,-0.27375,-0.48249999999999993,-0.06000000000000001,0.14374999999999993,-0.24624999999999997,-0.35750000000000004,-0.17624999999999996,-0.004999999999999949,0.16,0.40499999999999986,0.004999999999999966,-0.03500000000000002
0.09125000000000003,-0.19749999999999995,0.4525,-0.305,0.05874999999999995,0.043749999999999956,-0.13749999999999998,-0.3675,-0.03249999999999999,0.17624999999999996,-0.20750000000000002,-0.24,-0.405,-0.09374999999999997,0.05,0.45875000000000005,-0.05749999999999998,0.08249999999999996
0.03374999999999996,-0.12374999999999997,0.1525,-0.14499999999999996,-0.013749999999999984,0.032500000000000015,-0.27249999999999996,-0.33499999999999996,-0.040000000000000015,-0.10625000000000004,-0.12125,-0.26749999999999996,-0.25,-0.10749999999999997,0.13,0.15625,-0.2425,-0.10999999999999999
0.021249999999999995,0.045000000000000005,-0.12625000000000006,0.09875,-0.04624999999999997,-0.042500000000000024,-0.012500000000000032,-0.007499999999999955,0.04375000000000001,-0.10749999999999996,0.037500000000000026,0.003750000000000024,0.033749999999999995,0.037500000000000026,-1.315,-0.29375000000000007,0.11,-0.11000000000000001
-0.1037499999999999,0.0012500000000000011,-0.47624999999999995,0.37249999999999994,-0.03749999999999995,-0.042500000000000066,0.14124999999999993,0.38749999999999996,0.135,-0.2562500000000001,0.19749999999999998,0.13,0.010000000000000064,0.027500000000000024,0.7549999999999999,-0.28874999999999995,0.5575,-0.1399999999999999
0.0225,0.007499999999999979,0.07249999999999998,0.06250000000000004,-0.0062500000000000056,-0.060000000000000026,-0.1,-0.09374999999999997,-0.036250000000000004,0.04750000000000004,-0.145,-0.05125000000000001,-0.41375,-0.03999999999999998,-0.37,-0.45874999999999994,-0.03874999999999996,-0.028749999999999967
-0.03999999999999995,-0.06624999999999998,0.07124999999999998,0.08249999999999999,-0.016250000000000014,-0.009999999999999981,0.16,0.3325000000000001,0.03125,-0.2275,0.07375000000000004,0.06374999999999995,0.31625,-0.04749999999999993,0.4375,0.15500000000000003,0.09374999999999994,-0.04000000000000001
0.09124999999999998,-0.06250000000000001,0.32875,-0.15875,2.7755575615628914e-17,0.04375,-0.175,-0.36124999999999996,-0.13874999999999998,0.16874999999999993,-0.24499999999999994,-0.33375,-0.23999999999999996,-0.01874999999999999,-0.05249999999999996,0.4375,0.023749999999999993,0.0625
0.06250000000000001,-0.02875000000000002,0.125,-0.30625,-0.039999999999999994,-0.0325,-0.07,-0.22499999999999998,-0.05625000000000001,-0.06374999999999996,-0.41999999999999993,-0.08124999999999993,0.19499999999999998,-0.12875000000000003,0.28874999999999995,0.31124999999999997,-0.13124999999999998,-0.028749999999999984
0.08624999999999997,-0.18749999999999997,0.38125,-0.25625,-0.042499999999999975,0.08750000000000005,-0.2512500000000001,-0.23374999999999996,-0.24,0.12,-0.2425,-0.29875,-0.16125000000000003,-0.08874999999999998,0.06374999999999997,-0.26125,-0.09500000000000003,-0.009999999999999974
0.046250000000000006,-0.07250000000000004,0.51375,-0.60375,1.734723475976807e-18,0.033749999999999974,-0.09874999999999995,-0.385,-0.03749999999999995,0.08999999999999996,-0.27874999999999994,-0.13249999999999998,-0.28874999999999995,-0.053749999999999944,0.14124999999999996,-0.29500000000000004,-0.24125000000000005,0.032500000000000015
0.12125000000000005,-0.23375,0.19624999999999995,-0.30249999999999994,-0.01749999999999995,0.07874999999999997,-0.33625,-0.23500000000000001,-0.245,0.03750000000000003,-0.28625,-0.21749999999999997,-0.25125,-0.08,0.11624999999999996,0.18,-0.11375000000000002,-0.041250000000000016
0.09625,-0.08625000000000003,0.23250000000000004,-0.2899999999999999,0.10750000000000001,0.021249999999999998,-0.185,-0.37375,-0.06249999999999996,0.22375,-0.17499999999999996,-0.37750000000000006,-0.21124999999999997,-0.05249999999999996,0.25499999999999995,0.255,0.02875000000000004,-0.036249999999999984
0.060000000000000005,0.0049999999999999906,0.4,-0.44499999999999995,0.0012499999999999942,-0.00250000000000003,-0.01999999999999999,-0.41374999999999995,-0.07750000000000004,-0.13374999999999998,-0.11875,0.12875,-0.005000000000000025,-0.11374999999999998,0.235,0.12250000000000001,-0.30375,0.05125000000000005
0.10874999999999994,0.012499999999999997,0.545,-0.3187499999999999,0.03625000000000002,0.03625000000000002,-0.21374999999999994,-0.21625000000000003,-0.11750000000000002,0.19875,-0.38625,-0.18249999999999997,-0.35500000000000004,-0.03500000000000003,0.013750000000000005,0.29375000000000007,-0.04875,-0.0012499999999999942
-0.07,0.017500000000000016,-0.03250000000000001,0.02124999999999998,-0.022499999999999992,-0.0675,0.06875,0.030000000000000006,0.045000000000000026,-0.15,0.03750000000000001,-0.013749999999999978,0.09999999999999998,-0.013749999999999978,-0.52375,-0.8312499999999999,-0.07124999999999992,-0.15375000000000003
0.18750000000000006,-0.06999999999999995,0.22374999999999992,-0.46375000000000005,-0.011249999999999974,0.005000000000000015,-0.13750000000000007,-0.3875,-0.09874999999999995,0.14875,-0.16874999999999996,-0.19625000000000006,-0.145,-0.1275,0.25125000000000003,-0.16125,-0.4225,-0.056249999999999994
-0.04500000000000001,-0.19374999999999998,0.23625,-0.37625,0.005000000000000019,0.009999999999999981,-0.15125,-0.3537499999999999,-0.052499999999999936,0.10625000000000001,-0.18874999999999997,-0.2987499999999999,-0.31625,-0.05750000000000001,0.09249999999999996,0.023750000000000018,-0.036250000000000004,-0.03375000000000001
0.03500000000000002,-0.03125000000000003,0.395,-0.21499999999999997,0.002500000000000009,-0.11125000000000004,-0.014999999999999958,-0.18125,-0.035000000000000024,-1.0325000000000002,-0.1725,-0.014999999999999986,0.31875000000000003,-0.13125000000000003,-0.20999999999999996,0.2875000000000001,-0.54375,0.025000000000000043
0.009999999999999967,-0.31,0.13624999999999998,-0.18874999999999997,0.011250000000000003,0.03500000000000004,-0.20375000000000001,-0.2749999999999999,-0.12125,-0.07124999999999992,-0.19124999999999998,-0.40375000000000005,-0.3325000000000001,-0.05000000000000002,0.1312500000000001,0.25000000000000006,-0.03125000000000002,-0.024999999999999994
0.09375000000000006,-0.008749999999999952,0.59625,0.06499999999999997,-0.01624999999999996,0.08125000000000004,0.04749999999999993,0.0024999999999999745,0.04374999999999998,-0.38499999999999995,-0.021249999999999963,0.07250000000000001,0.18125,0.0749999999999999,0.3975,-0.15625,0.29375,0.007499999999999979
0.15875000000000006,0.017500000000000016,-0.7162499999999999,0.03749999999999997,-0.11374999999999999,-0.053750000000000006,0.22000000000000003,0.22624999999999995,-0.007499999999999937,-0.7349999999999998,0.25749999999999995,0.3025,-0.0025000000000000022,-0.15375,-0.515,-0.18874999999999997,-0.5800000000000001,0.21625000000000003
-0.048750000000000016,-0.022500000000000006,-0.43999999999999995,0.28125,0.006249999999999978,-0.02124999999999999,0.075,0.23874999999999996,0.09125000000000004,-0.2862499999999999,0.135,0.05625000000000002,0.20749999999999996,0.12874999999999995,-0.235,0.795,0.5375,-0.12874999999999998
0.0825,-0.004999999999999963,0.5725000000000001,0.06749999999999998,-0.04250000000000001,-0.01624999999999996,-0.03750000000000005,-0.024999999999999994,-0.008749999999999966,-0.30499999999999994,-0.08249999999999999,0.20124999999999998,0.22999999999999998,-0.053749999999999964,0.013749999999999957,0.7537499999999999,0.03500000000000002,-0.01000000000000005
0.0012500000000000289,0.05499999999999994,0.21625,-0.38,-0.00624999999999994,0.006249999999999992,-0.23874999999999996,-0.24625,-0.017500000000000043,-0.19,-0.28250000000000003,-0.15625000000000003,-0.17749999999999994,-0.11374999999999993,0.057499999999999996,0.032500000000000015,-0.12625000000000003,-0.06375
-0.13,-0.21249999999999997,0.42,-0.09875,-0.026249999999999975,0.06750000000000003,-0.10375,-0.365,0.0024999999999999675,-0.015000000000000027,-0.2749999999999999,-0.24125000000000002,-0.45375,-0.04999999999999997,0.026250000000000023,-0.14875,-0.03375000000000003,0.007500000000000007
0.006250000000000014,-0.22875,0.175,-0.15875,0.033749999999999954,0.02625000000000001,-0.10374999999999998,-0.26375,-0.04,0.13000000000000003,-0.07625,-0.16499999999999998,-0.22874999999999998,-0.05500000000000001,-0.3712499999999999,-0.20999999999999996,-0.08499999999999999,-0.014999999999999966
-0.03499999999999994,-0.020000000000000007,0.5187499999999999,-0.23124999999999998,-0.008749999999999971,0.07375,-0.11374999999999999,-0.3825,-0.24625,0.13499999999999995,-0.14250000000000002,-0.265,-0.26875000000000004,-0.13499999999999995,-0.10999999999999999,-0.22500000000000003,-0.14500000000000002,-0.02874999999999996
0.06124999999999994,-0.09999999999999995,-0.13874999999999998,-0.07249999999999998,0.021250000000000102,-0.07124999999999995,0.06999999999999992,0.23000000000000004,0.03999999999999995,-0.335,0.2975,0.14375000000000007,0.5325000000000001,-0.045000000000000095,0.51875,0.31500000000000006,-0.34875000000000006,0.25125
0.095,-0.20875,0.24250000000000002,-0.20375,-0.008749999999999971,0.012500000000000011,-0.16749999999999998,-0.2975,-0.06874999999999999,0.026249999999999996,-0.29125000000000006,-0.13999999999999999,-0.41,-0.006249999999999971,0.17624999999999996,-0.2899999999999999,-0.004999999999999987,-0.08500000000000002
0.008750000000000008,-0.005000000000000039,0.4312499999999999,-0.4075000000000001,-0.022499999999999964,0.03124999999999996,-0.165,-0.5425,-0.06749999999999998,0.032500000000000015,-0.32999999999999996,-0.175,0.06875000000000003,-0.1875,0.12999999999999995,-0.037499999999999964,-0.42374999999999996,0.03125
-0.037499999999999985,-0.10749999999999998,0.2,-0.30500000000000005,-0.011249999999999982,0.018749999999999996,-0.24125,-0.24875000000000003,-0.14499999999999996,0.12000000000000002,-0.28375,-0.36375,-0.28,-0.023749999999999997,0.11,0.08875000000000002,-0.10374999999999998,-0.016250000000000018
0.032499999999999994,-0.15875,0.30624999999999997,-0.21749999999999997,0.037500000000000006,0.016250000000000007,-0.19874999999999998,-0.35874999999999996,-0.05999999999999997,0.23500000000000004,-0.22250000000000003,-0.2075,-0.25125,-0.046250000000000006,-0.28500000000000003,-0.21625,-0.04375000000000001,0.008749999999999994
0.038750000000000034,-0.07874999999999996,0.10749999999999996,-0.16624999999999998,-0.007500000000000014,-0.032499999999999966,-0.14749999999999996,-0.175,-0.10125000000000002,0.27249999999999996,-0.29375,-0.1125,-0.3375000000000001,-0.06999999999999995,0.23750000000000002,-0.56875,-0.14125000000000004,-0.05374999999999997
0.07750000000000004,0.10125,0.2025,-0.2825,-0.016249999999999987,0.056249999999999994,-0.16250000000000003,-0.35499999999999987,-0.0625,-0.05375000000000002,-0.17124999999999996,-0.06875000000000002,0.46124999999999994,-0.0725,0.4125,0.0,-0.85,0.15375
-0.0012500000000000514,0.02874999999999995,-0.01750000000000003,0.06500000000000003,-0.016249999999999994,-0.10250000000000002,0.042500000000000024,-0.0012499999999999352,0.011249999999999956,-0.09874999999999995,0.03,0.012500000000000039,-0.05249999999999998,0.00250000000000003,-1.52,-0.010000000000000002,0.07500000000000001,-0.07750000000000001
0.10250000000000004,0.09124999999999991,0.13624999999999993,-0.32375,-0.02499999999999994,-0.11249999999999993,-0.10999999999999995,-0.16624999999999998,-0.01375000000000004,0.12249999999999994,-0.15375000000000003,-0.08250000000000002,-0.15499999999999992,-0.07374999999999994,0.36375,0.08750000000000008,-0.48250000000000004,0.16499999999999998
0.175,0.05000000000000001,0.5050000000000001,-0.30000000000000004,-0.011249999999999982,0.026250000000000023,-0.11374999999999998,-0.38375000000000004,-0.03625000000000002,0.10125000000000003,-0.26625,-0.345,-0.355,-0.08625000000000001,-0.008750000000000042,0.55125,-0.09374999999999999,-0.038749999999999986
-0.11625000000000005,0.006250000000000033,-0.12125000000000002,0.24624999999999997,-0.007500000000000007,0.0,0.08125000000000002,0.15375000000000008,0.050000000000000044,0.10750000000000007,0.04500000000000004,0.08250000000000002,-0.0037500000000000033,0.07249999999999995,0.36750000000000005,0.22749999999999992,0.4375,-0.25875000000000004
-0.08750000000000001,0.006250000000000014,-0.34124999999999994,-0.1275,0.03750000000000002,-0.1875,0.05749999999999994,0.16499999999999998,-0.008749999999999994,-0.11374999999999999,0.08499999999999996,0.08374999999999998,-0.13499999999999995,-0.11499999999999996,-0.23375,-0.55125,-0.036249999999999935,-0.1275
0.023750000000000014,-0.13125,0.21250000000000002,-0.21125,0.008749999999999973,-0.01999999999999999,-0.16875,-0.07125000000000004,-0.07124999999999998,-0.09499999999999995,-0.25125,-0.1925,-0.29500000000000004,0.01000000000000005,-0.07624999999999998,-0.23249999999999998,-0.028749999999999994,-0.03999999999999998
-0.04624999999999996,-0.0050000000000000044,-0.09999999999999998,0.3499999999999999,-0.023749999999999966,-0.049999999999999906,0.09124999999999997,0.12625,0.0024999999999999745,0.04124999999999998,0.047500000000000014,0.06000000000000005,0.030000000000000027,0.053749999999999964,0.37750000000000006,0.2275,0.34125,-0.15375000000000003
-0.17250000000000001,0.08125000000000002,-0.03999999999999998,0.23249999999999993,-0.046249999999999986,-0.047500000000000014,0.07625000000000012,0.0325,0.051250000000000046,0.08375000000000002,0.0487500000000001,0.07499999999999993,-0.07125000000000001,0.07500000000000007,0.5199999999999999,0.14250000000000002,0.40249999999999997,-0.07375000000000007
0.06375,0.08249999999999998,0.19375000000000003,-0.15499999999999997,2.7755575615628914e-17,-0.04999999999999993,-0.21375000000000002,-0.36125000000000007,-0.0675,0.1375,-0.29125,-0.27499999999999997,-0.10249999999999998,-0.016250000000000014,0.15875000000000003,0.38875000000000004,-0.13000000000000003,0.007500000000000048
0.10000000000000003,-0.057499999999999996,0.11125000000000004,-0.20875,-0.03374999999999996,-0.005000000000000018,-0.20500000000000002,-0.225,-0.24374999999999997,0.17375000000000002,-0.19374999999999998,-0.05250000000000002,-0.13999999999999996,0.17625,-0.05249999999999999,0.10749999999999993,0.07375,0.045000000000000026
-0.30750000000000005,0.17875000000000005,0.10500000000000007,0.05250000000000003,-0.010000000000000009,-0.07250000000000001,0.10500000000000002,0.13874999999999998,0.10624999999999996,0.275,0.14,0.11125000000000008,-0.16000000000000011,0.02499999999999994,0.6625,-0.35625,0.45125000000000004,-0.07499999999999996
-0.05124999999999995,-0.024999999999999994,-0.34124999999999994,0.27875000000000005,-0.12750000000000006,-0.04124999999999994,0.08500000000000002,0.14375000000000002,0.017499999999999967,-0.12750000000000003,0.16874999999999998,0.09375,-0.15625000000000003,0.22000000000000003,-0.3325,-0.5574999999999999,0.3499999999999999,-0.22750000000000004
0.16499999999999995,0.06624999999999999,0.21125,-0.28500000000000003,0.11249999999999999,-0.07999999999999999,-0.10500000000000001,-0.13875,0.018750000000000003,0.21125000000000005,-0.4549999999999999,-0.16250000000000003,-0.295,0.06125000000000001,0.29375,-0.06374999999999999,-0.22374999999999992,0.03874999999999999
0.04249999999999998,0.135,-0.013750000000000012,-0.31125,0.04625000000000004,-0.03125000000000003,-0.13375,-0.2175,-0.021249999999999932,0.13000000000000003,-0.38749999999999996,-0.28874999999999995,-0.12125000000000005,0.016250000000000014,0.12125000000000001,-0.3449999999999999,-0.17875,-0.07124999999999998
0.01749999999999996,0.04000000000000001,-0.2575,0.22500000000000003,-0.11249999999999999,-0.038750000000000034,0.008750000000000036,0.16000000000000006,0.04499999999999993,-0.01624999999999996,0.06625000000000003,0.04874999999999999,0.023750000000000035,0.22000000000000008,0.6524999999999999,0.045,0.4325,-0.19
-0.24499999999999994,0.037500000000000006,-0.3275,0.47125000000000006,-0.006249999999999922,-0.0037499999999999756,0.13500000000000004,0.08500000000000002,0.017499999999999932,0.12,0.10874999999999996,0.11125000000000002,0.01999999999999999,0.20750000000000007,0.054999999999999966,0.2975000000000001,0.58,-0.29374999999999996
-0.02374999999999991,0.04375000000000001,-0.21375000000000005,0.22875000000000004,-0.05375000000000005,-0.033749999999999974,0.0625,0.06750000000000003,0.01999999999999999,0.0037499999999999756,0.07,0.07125000000000004,-0.05000000000000002,0.14875000000000005,0.7650000000000001,-0.20000000000000004,0.49875,-0.03500000000000003
0.006249999999999978,0.023749999999999966,-0.22749999999999998,0.4424999999999999,-0.06749999999999995,0.022499999999999992,0.05625000000000002,0.013750000000000095,0.02375000000000005,-0.07499999999999998,0.10625000000000004,0.04000000000000001,0.02874999999999997,0.16375000000000006,0.44749999999999995,0.28250000000000003,0.22499999999999995,-0.1425
0.1325,-0.04500000000000004,0.006249999999999978,-0.0012500000000000011,0.23125000000000007,-0.04875000000000007,0.028750000000000053,0.05499999999999999,0.06875000000000003,-0.14749999999999996,0.23374999999999999,0.14375000000000004,0.34750000000000003,0.01625000000000007,0.35749999999999993,0.19249999999999998,-0.18875,-0.012499999999999983
-0.17750000000000002,0.09749999999999995,-0.13750000000000012,0.2875,-0.07749999999999993,-0.02749999999999997,0.05750000000000002,0.20000000000000012,0.003749999999999948,0.24375000000000005,0.07750000000000001,0.05375000000000005,0.23374999999999999,0.07375000000000004,0.10500000000000001,0.25499999999999995,0.41250000000000003,-0.31125
-0.06125,0.036250000000000004,-0.1649999999999999,0.5075,-0.14625000000000002,-0.10499999999999993,0.02125000000000002,0.031249999999999972,-0.009999999999999995,0.23750000000000002,0.07999999999999999,0.06999999999999998,-0.09750000000000004,0.11875000000000002,0.61,-0.25249999999999995,0.6087499999999999,-0.11374999999999993
-0.013750000000000016,-0.16249999999999998,0.37875,-0.29125,-0.024999999999999963,-0.018749999999999947,-0.11499999999999998,-0.30875,-0.032500000000000015,0.16625000000000004,-0.16000000000000003,-0.17875,-0.2899999999999999,0.02874999999999997,-0.11500000000000002,-0.3162499999999999,-0.07375,-0.10249999999999994
-0.14000000000000007,-0.06249999999999997,-0.19875,0.19000000000000003,-0.016249999999999973,2.7755575615628914e-17,0.17750000000000002,0.08625,0.135,-0.15125,0.10375000000000001,0.022500000000000048,-0.26375000000000004,-0.021249999999999963,0.37125,-0.5874999999999999,-0.03125000000000003,-0.24374999999999997
-0.01874999999999999,-0.024999999999999953,-0.42375000000000007,-0.0037499999999999756,-0.29000000000000004,-0.27374999999999994,0.012500000000000011,0.045000000000000026,0.013749999999999957,-0.02874999999999997,0.1025,0.06624999999999993,-0.03874999999999992,0.12874999999999998,-0.3262500000000001,-0.43124999999999997,0.085,-0.22374999999999995
0.03124999999999998,-0.013749999999999984,-0.006249999999999964,-0.028749999999999984,-0.16625,-0.006250000000000019,-0.345,-0.14750000000000002,-0.04374999999999998,0.16875000000000004,-0.17250000000000001,-0.008749999999999994,-0.27,0.17999999999999997,0.10500000000000002,0.030000000000000027,-0.10375000000000001,0.16749999999999998
-0.01874999999999999,0.05375000000000002,-0.27875000000000005,0.14,-0.04999999999999998,-0.006249999999999978,0.1,0.26125,0.08249999999999998,-0.28874999999999995,0.31375,0.23124999999999998,0.7349999999999999,-0.05999999999999997,0.48,-0.09374999999999994,-0.3812499999999999,0.14999999999999997
0.006250000000000019,0.07250000000000001,0.02375000000000002,0.07875000000000001,-0.013749999999999984,-0.025000000000000022,0.24374999999999997,0.15749999999999997,0.15499999999999997,-0.03874999999999994,0.11499999999999999,0.16000000000000006,0.7937500000000001,-0.09625000000000003,0.25375,-0.08375000000000003,-0.445,0.012500000000000039
