Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age
0.01876012664523854,0.048680829628745564,-0.002498606346788903,0.0007149752759037426,0.003411294101365704,0.006263367050975093,0.00493392495041559,0.01826294733798837
-0.022022757366149514,-0.07107287074653659,0.001936789535084872,0.00041665457663931575,0.003411294101365704,-0.015506031835234158,-0.006555809156188384,-0.001253138118804607
0.03507328024979377,0.11521066317056898,0.0034152548290428005,-0.001025228803138746,0.003411294101365704,-0.02576874845301852,0.006807251163448847,-0.00022597572634181583
-0.022022757366149514,-0.06346946119889964,0.001936789535084872,0.00011833387737488929,-0.0012058642215770777,-0.010841160645332172,-0.014215631893924366,-0.011524762043432484
-0.03017933416842713,0.02777145337274391,0.02115683835653792,0.0007149752759037426,-0.004840648433255439,0.03580755125368766,0.07408047694704312,0.0008011866661209753
0.010603549842960936,-0.012146446752350146,-0.003977071640746832,-0.001025228803138746,0.003411294101365704,-0.018615945961835478,-0.012800229866299237,-0.002280300511267391
-0.0057096037615942926,-0.08437883745490127,0.01376451188674829,0.0005658149262715292,-0.0009111519881977513,-0.0018224096781883385,-0.010843644710464504,-0.0063889500811185424
0.051386433854348997,-0.014047299139259353,0.05072614423569646,-0.001025228803138746,0.003411294101365704,0.011550221066197332,-0.015589404450148756,-0.003307462903730179
-0.013866180563871903,0.14182259658729837,-0.0010201410528309848,0.0012121764413444535,-0.023260163019463348,-0.0033773667414890044,-0.014590297136531016,0.02134443451537673
0.03507328024979377,0.004961224729833052,-0.020240189874284026,-0.001025228803138746,0.003411294101365704,-0.09822974760282932,-0.011509716252876327,0.02237159690783952
0.002446973040683321,-0.023551561073805554,-0.017283259286368178,-0.001025228803138746,0.003411294101365704,0.018703023557380394,-0.01321652458030663,-0.002280300511267391
0.051386433854348997,0.08669787736693037,-0.003977071640746832,-0.001025228803138746,0.003411294101365704,0.019946989208020925,0.0011872725243490775,0.0018283490585837595
0.051386433854348997,0.03157315814656241,-0.008412467522620617,-0.001025228803138746,0.003411294101365704,-0.013951074771933492,0.03882031467061716,0.02545308408522788
-0.022022757366149514,0.12661577749202443,0.006372185416958652,0.00011833387737488929,-0.03814313080511934,-0.00462133239212952,-0.004599224000353647,0.027507408870153457
0.010603549842960936,0.08289617259311192,-0.002498606346788903,-8.054658880139514e-05,-0.005184479372197986,-0.017993963136515214,0.003268746094386027,0.019290109730451154
0.026916703447516156,-0.042560084942898,0.05072614423569646,-0.001025228803138746,0.003411294101365704,-0.004932323804789658,-0.0010190894598900938,-0.00022597572634181583
-0.03017933416842713,-0.008344741978531647,-0.011369398110536465,0.0013116166744325957,-0.007886008178175146,0.044204319395511206,0.0017700851239594241,-0.001253138118804607
