Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age
0.04996300152698071,0.14459537093734745,-0.004939453801348051,-0.023106307955150594,0.011989725581683151,0.018102672014142684,0.017473669102598042,0.10926861605777922
-0.05865221918384671,-0.21110585393781478,0.0038288073844768575,-0.013465289336868004,0.011989725581683151,-0.044816247598070895,-0.023217629178848634,-0.007497621574268349
0.0934090898113117,0.34220716253465977,0.006751561113085167,0.03313296731816447,0.011989725581683151,-0.07447802398668588,0.02410811990935565,-0.001352030119950039
-0.05865221918384671,-0.18852164918383627,0.0038288073844768575,-0.0038242707185854262,-0.004238268726138537,-0.03133362196688226,-0.05034516136647975,-0.06895353611745125
-0.0803752633260122,0.08248880786390639,0.041824605856384846,-0.023106307955150594,-0.017013498287615187,0.10349263434500401,0.26235861999202886,0.004793561334368272
0.028239957384815238,-0.03607826709448103,-0.007862207529956361,0.03313296731816447,0.011989725581683151,-0.053804664685529975,-0.045332465201373996,-0.013643213028586619
-0.015206130899515747,-0.2506282122572772,0.027210837213343313,-0.018285798646009297,-0.0032024393022350257,-0.005267212413250919,-0.03840314991431605,-0.03822557884585978
0.13685517809564268,-0.04172431828297557,0.10027968042855097,0.03313296731816447,0.011989725581683151,0.0333829810628231,-0.055210425291435335,-0.01978880448290491
-0.03692917504168123,0.4212518791735848,-0.002016700072739762,-0.03917467231895489,-0.0817528372815847,-0.009761420956980474,-0.05167205152783127,0.1277053904207341
0.0934090898113117,0.01473619360197081,-0.04001249854464773,0.03313296731816447,0.011989725581683151,-0.28390814212448257,-0.04076206575671875,0.1338509818750524
0.006516913242649746,-0.06995457422544876,-0.034166991087431126,0.03313296731816447,0.011989725581683151,0.054056340363979064,-0.04680678760287569,-0.013643213028586619
0.13685517809564268,0.2575163947072402,-0.007862207529956361,0.03313296731816447,0.011989725581683151,0.0576517071989627,0.004204767489082824,0.010939152788686542
0.13685517809564268,0.09378091024089572,-0.01663046871578129,0.03313296731816447,0.011989725581683151,-0.04032203905434134,0.13748351258483568,0.15228775623800725
-0.05865221918384671,0.3760834696656276,0.012597068570301776,-0.0038242707185854262,-0.13406222318871205,-0.013356787791964073,-0.016288313891790675,0.16457893914664382
0.028239957384815238,0.246224292330251,-0.004939453801348051,0.002603075026936296,-0.01822196594883595,-0.052006981268038155,0.011576379496591271,0.1154142075120975
0.0716860456691462,-0.12641508611039526,0.10027968042855097,0.03313296731816447,0.011989725581683151,-0.014255629500709997,-0.0036091412388761478,-0.001352030119950039
-0.0803752633260122,-0.024786164717491708,-0.02247597617299789,-0.042388345191715755,-0.027717069001284813,0.12776136048114348,0.0062688188511851916,-0.007497621574268349
0.0716860456691462,-0.08689272779093275,-0.007862207529956361,0.03313296731816447,0.011989725581683151,-0.017850996335693627,-0.03751855647341504,-0.007497621574268349
