Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002098516821861267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.002098517119884491,0.0,0.0,0.0,0.0,0.0,0.0
