is_converged?,n_adj
false,4.555524910122011
false,4.080136309397673
false,4.037522618734641
false,3.39176124997862
false,3.004020035083013
false,2.7112411702043064
false,2.524248297745645
false,2.3531177381877293
false,2.1396439781458474
false,1.8807670790646083
false,1.805909193804582
false,1.7439920785116387
false,1.7646532355364322
false,1.7646532355364322
false,1.7667193512389114
false,1.7423616210444046
false,1.7543238553206881
false,1.7543238553206881
false,1.7099564802714946
false,1.7543238553206881
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
true,1.713690246505261
