is_converged?,n_adj
false,7.4940800674927655
false,7.16178675821533
false,6.926492055857133
false,7.625932224741746
false,7.399084190354029
false,7.155729778745649
false,7.471142672729973
false,7.294715482238824
false,7.311519155934111
false,7.769733414410671
false,6.717488663040655
false,6.829550280355599
false,6.538455747943927
false,6.917711731737175
false,6.9107610322508455
false,6.824879576213926
false,6.6320611955493325
false,6.4249982952119495
false,7.1559778578118065
false,6.504096340775108
false,6.998949045462255
false,7.071779800968664
false,6.17938824264862
false,6.283744405745489
false,5.394721990252638
false,5.315220903755664
false,5.9510192183093515
false,5.262418147654235
false,4.476218613492518
false,4.566971196736029
false,3.756312237097503
false,2.9120588372918363
false,2.986216112593789
false,2.5668155085371995
false,2.121285330661018
false,2.092313069932246
false,1.5767284682631457
false,1.503827931030209
false,1.716822426984316
false,1.2448684643489925
false,1.316219159827057
false,1.3506885701690983
false,1.2463040108944898
false,1.115616941963192
false,1.2647561038007664
false,1.2647561038007664
false,1.0812420899762951
false,1.296502135546798
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
true,1.0418865037316012
